Season	Week Start Date	Week End Date	City/Town	County	Population	Cumulative tests	Tests during the week	Positive tests the week	Week percent positivity	Cumulative confirmed cases	Weekly testing rate	Cases during this week	Weekly case rate	Last updated
2023-2024	11/26/23	12/2/23	Somerset	Bristol	18302.99981689	644	77	8	0.1038961038961039	66	420.69606496386695	7	38.245096814896996	3/7/24
2023-2024	11/26/23	12/2/23	Somerville	Middlesex	81044.99966431	4603	280	26	0.09285714285714286	342	345.48707651275902	25	30.847060402924914	3/7/24
2023-2024	11/26/23	12/2/23	South Hadley	Hampshire	18150.00010681	1530	96	11	0.11458333333333333	106	528.92561672206364	11	60.606060249403129	3/7/24
2023-2024	11/26/23	12/2/23	Southampton	Hampshire	6223.99996948	520	35	2	0.057142857142857141	35	562.33933437702387	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Southborough	Worcester	10450.00006104	465	27	3	0.1111111111111111	37	258.37320423243062	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Southbridge	Worcester	17739.99993896	1541	140	19	0.1357142857142857	133	789.17700384280522	19	107.10259337866641	3/7/24
2023-2024	11/26/23	12/2/23	Southwick	Hampden	9231.99997711	790	52	2	0.038461538461538464	25	563.25823363225538	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Spencer	Worcester	11992.00004578	666	50	3	0.059999999999999998	50	416.94462816146392	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Springfield	Hampden	155928.99914551	21144	1416	151	0.10663841807909605	1385	908.10561714605478	142	91.067088725098714	3/7/24
2023-2024	11/26/23	12/2/23	Statewide (all of MA)		7029916.997	509690	34905	3351	0.096003437902879241	41882	496.52079839485475	3066	43.613601715474132	3/7/24
2023-2024	11/26/23	12/2/23	Sterling	Worcester	7985.00001144	466	27	2	0.07407407407407407	32	338.13400076790822	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Stockbridge	Berkshire	2018.00001335	175	4	0	0	9	198.21605418920501	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Stoneham	Middlesex	23243.99995422	2064	127	12	0.094488188976377951	191	546.37756087649143	12	51.626226224550372	3/7/24
2023-2024	11/26/23	12/2/23	Stoughton	Norfolk	29281.00024414	1101	62	8	0.12903225806451613	80	211.74140050904867	6	20.491103275069229	3/7/24
2023-2024	11/26/23	12/2/23	Stow	Middlesex	7174.00006104	414	16	3	0.1875	44	223.02759776782764	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Sturbridge	Worcester	9867.00001526	553	48	5	0.10416666666666667	39	486.47005093508329	5	50.673963639071182	3/7/24
2023-2024	11/26/23	12/2/23	Sudbury	Middlesex	18934.00010681	1167	85	7	0.082352941176470587	100	448.92785212052473	7	36.970528998160866	3/7/24
2023-2024	11/26/23	12/2/23	Sunderland	Franklin	3663.00003052	221	19	2	0.10526315789473684	16	518.70051437872246	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Sutton	Worcester	9357.00002289	564	48	9	0.1875	35	512.98492981273648	6	64.12311622659206	3/7/24
2023-2024	11/26/23	12/2/23	Swampscott	Essex	15111.00006104	1448	89	3	0.033707865168539325	134	588.97491655409772	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Swansea	Bristol	17143.99992371	520	61	4	0.065573770491803282	49	355.80961427582338	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Taunton	Bristol	59407.99990845	2172	190	23	0.12105263157894737	147	319.82224665499132	22	37.03204961268321	3/7/24
2023-2024	11/26/23	12/2/23	Templeton	Worcester	8149.00001526	486	29	3	0.10344827586206896	43	355.87188545458281	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Tewksbury	Middlesex	31342.00015259	1875	139	24	0.17266187050359713	277	443.4943504666964	24	76.574564109357638	3/7/24
2023-2024	11/26/23	12/2/23	Tisbury	Dukes	4814.99998474	735	61	4	0.065573770491803282	44	1266.8743550015581	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Tolland	Hampden	471.00000024	8	0	0	*	1-4	0	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Topsfield	Essex	6569.00001526	481	31	0	0	39	471.91353216602221	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Townsend	Middlesex	9127	407	27	2	0.07407407407407407	40	295.82557247726521	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Truro	Barnstable	2453.99997902	155	8	0	0	7	325.99837279521023	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Tyngsborough	Middlesex	12379.99999237	630	41	4	0.097560975609756101	64	331.17932169037954	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Tyringham	Berkshire	426.9999975	20	0	0	*	1-4	0	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Unknown	Unknown		4581	313	14	*	158	*	14	*	3/7/24
2023-2024	11/26/23	12/2/23	Upton	Worcester	7999.99998856	691	38	3	0.078947368421052627	50	475.00000067924998	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Uxbridge	Worcester	14162.00007629	1335	101	8	0.079207920792079209	96	713.1761012280607	8	56.489196136876096	3/7/24
2023-2024	11/26/23	12/2/23	Wakefield	Middlesex	27089.99998474	2136	167	10	0.059880239520958084	169	616.46364006671229	10	36.91399042315642	3/7/24
2023-2024	11/26/23	12/2/23	Wales	Hampden	1832.00000954	158	10	0	0	10	545.85152554179933	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Walpole	Norfolk	26383.00012207	1367	104	8	0.076923076923076927	116	394.19322866546008	8	30.322556051189235	3/7/24
2023-2024	11/26/23	12/2/23	Waltham	Middlesex	65217.99978638	4312	292	32	0.1095890410958904	463	447.72915599441723	31	47.532889848722377	3/7/24
2023-2024	11/26/23	12/2/23	Ware	Hampshire	10065.99990082	1294	82	5	0.06097560975609756	74	814.62349302546772	5	49.672164208869994	3/7/24
2023-2024	11/26/23	12/2/23	Wareham	Plymouth	23302.99987793	2117	156	16	0.10256410256410256	180	669.44170629184009	15	64.369394835753852	3/7/24
2023-2024	11/26/23	12/2/23	Warren	Worcester	4975.00001907	378	24	1	0.041666666666666664	19	482.41205845234214	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Warwick	Franklin	779.99999905	45	5	0	0	1-4	641.02564180637728	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Washington	Berkshire	494.00000238	41	0	0	*	5	0	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Watertown	Middlesex	35329.00003052	1999	131	12	0.091603053435114504	186	370.80019215610906	6	16.983214907913393	3/7/24
2023-2024	11/26/23	12/2/23	Wayland	Middlesex	13943.00003052	861	54	0	0	68	387.291112972809	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Webster	Worcester	17775.99998474	1349	100	8	0.080000000000000002	106	562.55625610849506	7	39.378937927594656	3/7/24
2023-2024	11/26/23	12/2/23	Wellesley	Norfolk	29549.99996948	1372	94	10	0.10638297872340426	100	318.10490726594122	10	33.840947581483107	3/7/24
2023-2024	11/26/23	12/2/23	Wellfleet	Barnstable	3565.99996948	293	20	0	0	20	560.85250059372368	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Wendell	Franklin	924.00000167	53	4	0	0	7	432.90043211802629	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Wenham	Essex	4978.99998093	278	22	2	0.090909090909090912	26	441.85579602855796	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	West Boylston	Worcester	7876.99999237	433	27	3	0.1111111111111111	33	342.77009046786031	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	West Bridgewater	Plymouth	7707.00000763	266	18	3	0.16666666666666666	19	233.55391179680595	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	West Brookfield	Worcester	3832.99998474	323	15	0	0	20	391.33837880819817	0	0	3/7/24
2023-2024	11/26/23	12/2/23	West Newbury	Essex	4500.00000381	234	15	0	0	12	333.33333305111114	0	0	3/7/24
2023-2024	11/26/23	12/2/23	West Springfield	Hampden	28835.00003052	3077	195	14	0.07179487179487179	230	676.26148705949367	14	48.552106763245696	3/7/24
2023-2024	11/26/23	12/2/23	West Stockbridge	Berkshire	1343.00000668	126	9	0	0	14	670.14147097800071	0	0	3/7/24
2023-2024	11/26/23	12/2/23	West Tisbury	Dukes	3554.99999046	155	8	0	0	7	225.03516234791431	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Westborough	Worcester	21566.99993896	1050	78	3	0.038461538461538464	86	361.66365382649184	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Westfield	Hampden	40834	4387	280	19	0.067857142857142852	240	685.70309056178667	18	44.080912964686291	3/7/24
2023-2024	11/26/23	12/2/23	Westford	Middlesex	24642.99995422	1324	82	12	0.14634146341463414	199	332.75169481123942	12	48.695369972376504	3/7/24
2023-2024	11/26/23	12/2/23	Westhampton	Hampshire	1622.0000124	81	6	2	0.33333333333333331	6	369.91368397846503	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Westminster	Worcester	8213.00011063	443	21	0	0	31	255.69219185593238	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Weston	Middlesex	11850.99994659	731	53	3	0.056603773584905662	55	447.2196459274324	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Westport	Bristol	16339.00006104	638	56	12	0.21428571428571427	68	342.73823239361394	8	48.962604627659132	3/7/24
2023-2024	11/26/23	12/2/23	Westwood	Norfolk	16265.99996948	931	60	2	0.033333333333333333	71	368.86757723213071	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Weymouth	Norfolk	57436.99969482	4246	312	28	0.089743589743589744	389	543.20386102642817	23	40.043874370537978	3/7/24
2023-2024	11/26/23	12/2/23	Whately	Franklin	1606.99999619	47	4	1	0.25	6	248.9110149025208	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Whitman	Plymouth	15121.00005341	963	72	8	0.1111111111111111	87	476.15898251229078	7	46.293234410917158	3/7/24
2023-2024	11/26/23	12/2/23	Wilbraham	Hampden	14612.99995422	1741	101	12	0.11881188118811881	174	691.16540283593724	12	82.118661723081658	3/7/24
2023-2024	11/26/23	12/2/23	Williamsburg	Hampshire	2503.99999237	229	4	1	0.25	12	159.74440943244801	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Williamstown	Berkshire	7512.99996948	863	45	1	0.022222222222222223	55	598.96180198060881	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Wilmington	Middlesex	23349.00012207	1420	87	9	0.10344827586206896	118	372.60696194765808	8	34.262709144612238	3/7/24
2023-2024	11/26/23	12/2/23	Winchendon	Worcester	10364.00003052	486	25	1	0.040000000000000001	52	241.21960561925684	1-4	*	3/7/24
2023-2024	11/26/23	12/2/23	Winchester	Middlesex	22969.99990845	1578	116	9	0.077586206896551727	124	505.0065322696276	8	34.828036708250181	3/7/24
2023-2024	11/26/23	12/2/23	Windsor	Berkshire	831.00000381	62	4	0	0	1-4	481.34777155964503	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Winthrop	Suffolk	19315.99975586	1354	96	6	0.0625	115	496.9973142129283	6	31.062332138308019	3/7/24
2023-2024	11/26/23	12/2/23	Woburn	Middlesex	40875.99996948	3231	221	30	0.13574660633484162	306	540.65955613320614	30	73.39269992758453	3/7/24
2023-2024	11/26/23	12/2/23	Worcester	Worcester	206518.00097656	14125	1043	87	0.083413231064237772	1022	505.04072045437897	77	37.284885402672273	3/7/24
2023-2024	11/26/23	12/2/23	Worthington	Hampshire	1193.0000062	69	5	0	0	1-4	419.11148147653716	0	0	3/7/24
2023-2024	11/26/23	12/2/23	Wrentham	Norfolk	12178.00002289	699	51	7	0.13725490196078433	87	418.78797753440159	6	49.269173827576665	3/7/24
2023-2024	11/26/23	12/2/23	Yarmouth	Barnstable	25022.99969482	3379	206	19	0.092233009708737865	255	823.24262683280119	12	47.955881174726287	3/7/24
2023-2024	12/3/23	12/9/23	Abington	Plymouth	17062.00009918	1313	103	9	0.087378640776699032	166	603.68069043060302	9	52.74879819296531	3/7/24
2023-2024	12/3/23	12/9/23	Acton	Middlesex	24021.00018311	1456	103	14	0.13592233009708737	140	428.79147085816544	13	54.119311855884959	3/7/24
2023-2024	12/3/23	12/9/23	Acushnet	Bristol	10559.00005341	592	42	3	0.071428571428571425	62	397.76493784973712	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Adams	Berkshire	8165.99994659	1608	82	6	0.073170731707317069	95	1004.1636117600268	5	61.229488521952852	3/7/24
2023-2024	12/3/23	12/9/23	Agawam	Hampden	28692.00012207	3001	179	21	0.11731843575418995	187	623.86727742382971	21	73.19113310558896	3/7/24
2023-2024	12/3/23	12/9/23	Alford	Berkshire	486.00000143	16	2	1	0.5	1-4	411.52263253399718	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Amesbury	Essex	17366	1039	54	5	0.092592592592592587	67	310.95243579408037	5	28.791892203155594	3/7/24
2023-2024	12/3/23	12/9/23	Amherst	Hampshire	39263.00004578	1549	70	2	0.028571428571428571	149	178.2848990611547	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Andover	Essex	36569.00007629	2674	182	21	0.11538461538461539	241	497.68929864178079	20	54.69113171887701	3/7/24
2023-2024	12/3/23	12/9/23	Aquinnah	Dukes	438.99999571	25	0	0	*	1-4	0	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Arlington	Middlesex	46307.99963379	3249	217	11	0.050691244239631339	217	468.60154123707719	11	23.753995177916355	3/7/24
2023-2024	12/3/23	12/9/23	Ashburnham	Worcester	6314.99998093	296	20	0	0	22	316.7062559049229	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Ashby	Middlesex	3192.99998283	131	11	1	0.090909090909090912	7	344.503603481092	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Ashfield	Franklin	1694.99999428	85	7	0	0	1-4	412.97935242610146	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Ashland	Middlesex	18832.00002289	1180	69	12	0.17391304347826086	82	366.39762062516775	5	26.550552219215056	3/7/24
2023-2024	12/3/23	12/9/23	Athol	Worcester	11944.99995422	952	34	0	0	87	284.63792490839046	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Attleboro	Bristol	46461.00015259	2463	149	21	0.14093959731543623	314	320.69907989635453	21	45.199199180023122	3/7/24
2023-2024	12/3/23	12/9/23	Auburn	Worcester	16889.00013733	988	64	8	0.125	86	378.94487228133698	8	47.368109035167123	3/7/24
2023-2024	12/3/23	12/9/23	Avon	Norfolk	4777.00003815	177	9	1	0.1111111111111111	21	188.40276173590843	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Ayer	Middlesex	8478.99995804	472	20	6	0.29999999999999999	59	235.8768734399568	6	70.763062031987033	3/7/24
2023-2024	12/3/23	12/9/23	Barnstable	Barnstable	48915.99993896	7376	475	41	0.086315789473684207	597	971.0524175990073	35	71.551230770453174	3/7/24
2023-2024	12/3/23	12/9/23	Barre	Worcester	5530.00001907	370	22	3	0.13636363636363635	29	397.83001671128062	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Becket	Berkshire	1930.99999714	216	7	2	0.2857142857142857	20	362.50647386678844	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Bedford	Middlesex	14383	1495	108	17	0.15740740740740741	183	750.88646318570534	17	118.19509142737955	3/7/24
2023-2024	12/3/23	12/9/23	Belchertown	Hampshire	15349.99999237	1658	107	6	0.056074766355140186	100	697.06840425528549	6	39.087947902165538	3/7/24
2023-2024	12/3/23	12/9/23	Bellingham	Norfolk	16944.99993896	1496	101	10	0.099009900990099015	125	596.04603342476537	9	53.113012879434542	3/7/24
2023-2024	12/3/23	12/9/23	Belmont	Middlesex	27294.99996948	1553	97	5	0.051546391752577317	116	355.37644296926504	5	18.318373348931189	3/7/24
2023-2024	12/3/23	12/9/23	Berkley	Bristol	6763.99998665	236	30	2	0.066666666666666666	23	443.52454256668432	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Berlin	Worcester	3158.00001144	234	14	1	0.071428571428571425	21	443.31855444218991	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Bernardston	Franklin	2101.99997711	221	12	0	0	7	570.88487776762838	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Beverly	Essex	42670.00018311	3942	243	23	0.094650205761316872	266	569.48675640312354	20	46.871337975565723	3/7/24
2023-2024	12/3/23	12/9/23	Billerica	Middlesex	42118.99984741	3009	230	52	0.22608695652173913	373	546.07184603920086	51	121.08549629564889	3/7/24
2023-2024	12/3/23	12/9/23	Blackstone	Worcester	9207.99999237	676	55	6	0.10909090909090909	46	597.30669032987078	5	54.300608211806434	3/7/24
2023-2024	12/3/23	12/9/23	Blandford	Hampden	1215.00000381	102	4	0	0	6	329.21810596352185	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Bolton	Worcester	5665.00001526	320	20	1	0.050000000000000003	26	353.04501228817884	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Boston	Suffolk	675646.99926758	45419	2971	330	0.11107371255469539	3779	439.72666247621112	286	42.329796522449136	3/7/24
2023-2024	12/3/23	12/9/23	Bourne	Barnstable	20451.99993896	2617	155	18	0.11612903225806452	188	757.87209301097744	17	83.121455362494302	3/7/24
2023-2024	12/3/23	12/9/23	Boxborough	Middlesex	5506.00003433	301	29	6	0.20689655172413793	35	526.69814419150975	6	108.97202983272615	3/7/24
2023-2024	12/3/23	12/9/23	Boxford	Essex	8203.00006866	488	21	1	0.047619047619047616	34	256.00389886904458	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Boylston	Worcester	4848.99996948	291	18	3	0.16666666666666666	19	371.21056121454865	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Braintree	Norfolk	39143.00006104	2590	177	21	0.11864406779661017	233	452.18812999510607	16	40.875763163399419	3/7/24
2023-2024	12/3/23	12/9/23	Brewster	Barnstable	10318.00012207	1298	81	11	0.13580246913580246	119	785.03585037513812	10	96.918006219152844	3/7/24
2023-2024	12/3/23	12/9/23	Bridgewater	Plymouth	28633.00003052	1262	86	9	0.10465116279069768	103	300.35273952548579	8	27.939789723301004	3/7/24
2023-2024	12/3/23	12/9/23	Brimfield	Hampden	3693.99999809	337	28	3	0.10714285714285714	15	757.98592351049081	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Brockton	Plymouth	105643.00012207	3733	258	38	0.14728682170542637	362	244.21873640646533	36	34.077032986948652	3/7/24
2023-2024	12/3/23	12/9/23	Brookfield	Worcester	3438.99998665	200	17	2	0.11764705882352941	13	494.32974893844204	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Brookline	Norfolk	63190.9994812	2542	142	13	0.09154929577464789	267	224.71554678011782	7	11.077526953949471	3/7/24
2023-2024	12/3/23	12/9/23	Buckland	Franklin	1816.00000954	22	1	0	0	5	55.066079005875338	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Burlington	Middlesex	26377.00009155	1996	149	25	0.16778523489932887	176	564.88607302895252	19	72.032452265436888	3/7/24
2023-2024	12/3/23	12/9/23	Cambridge	Middlesex	118402.99859619	6165	342	39	0.11403508771929824	514	288.84403609268469	35	29.560062173227969	3/7/24
2023-2024	12/3/23	12/9/23	Canton	Norfolk	24369.99987793	1296	83	5	0.060240963855421686	121	340.58268533339879	5	20.517029236951736	3/7/24
2023-2024	12/3/23	12/9/23	Carlisle	Middlesex	5237.00001144	304	13	0	0	28	248.23372105407796	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Carver	Plymouth	11645	944	75	10	0.13333333333333333	87	644.0532417346501	9	77.286389008158011	3/7/24
2023-2024	12/3/23	12/9/23	Charlemont	Franklin	1185.00000381	147	11	0	0	1-4	928.27003920952848	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Charlton	Worcester	13315	818	54	8	0.14814814814814814	50	405.55764175741643	8	60.082613593691327	3/7/24
2023-2024	12/3/23	12/9/23	Chatham	Barnstable	6594.00001907	898	54	7	0.12962962962962962	74	818.92629426494921	5	75.826508728236035	3/7/24
2023-2024	12/3/23	12/9/23	Chelmsford	Middlesex	36392.00048828	2118	137	19	0.13868613138686131	271	376.45635898504867	18	49.461419428692516	3/7/24
2023-2024	12/3/23	12/9/23	Chelsea	Suffolk	40787.00012207	5064	369	22	0.059620596205962058	321	904.70002426173221	20	49.035231667302561	3/7/24
2023-2024	12/3/23	12/9/23	Cheshire	Berkshire	3257.99998474	447	22	1	0.045454545454545456	23	675.26089941819566	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Chester	Hampden	1228.0000062	133	6	1	0.16666666666666666	5	488.59934606733231	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Chesterfield	Hampshire	1186.00000858	69	5	1	0.20000000000000001	5	421.58515715244465	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Chicopee	Hampden	55560.00018311	7104	496	51	0.1028225806451613	481	892.72857877128274	48	86.393088268188649	3/7/24
2023-2024	12/3/23	12/9/23	Chilmark	Dukes	1212.00000572	97	8	5	0.625	1-4	660.06600348549705	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Clarksburg	Berkshire	1657.00000191	256	19	2	0.10526315789473684	8	1146.6505720035591	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Clinton	Worcester	15427.99990082	1103	92	7	0.076086956521739135	65	596.31838599577759	6	38.890329521463762	3/7/24
2023-2024	12/3/23	12/9/23	Cohasset	Norfolk	8380.99998474	488	31	2	0.064516129032258063	41	369.8842626947183	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Colrain	Franklin	1605.99999523	164	9	1	0.1111111111111111	11	560.39850726843144	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Concord	Middlesex	18490.99987793	1075	78	9	0.11538461538461539	94	421.82683746105681	9	48.67232739935271	3/7/24
2023-2024	12/3/23	12/9/23	Conway	Franklin	1760.99999619	134	5	0	0	10	283.9295860770992	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Cummington	Hampshire	828.99999809	50	4	0	0	1-4	482.50904815632362	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Dalton	Berkshire	6330.00003052	862	37	5	0.13513513513513514	65	584.51816463831051	5	78.988941167339263	3/7/24
2023-2024	12/3/23	12/9/23	Danvers	Essex	28087.00003052	2933	163	16	0.09815950920245399	228	580.33965828632586	16	56.965856028105605	3/7/24
2023-2024	12/3/23	12/9/23	Dartmouth	Bristol	33782.99981689	1467	109	17	0.15596330275229359	182	322.64748717046979	14	41.440961654922731	3/7/24
2023-2024	12/3/23	12/9/23	Dedham	Norfolk	25364	2476	212	16	0.075471698113207544	173	835.83031067654952	15	59.138937076170954	3/7/24
2023-2024	12/3/23	12/9/23	Deerfield	Franklin	5089.99997711	445	27	1	0.037037037037037035	28	530.45186879018524	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Dennis	Barnstable	14674	2006	101	13	0.12871287128712872	147	688.29221752759986	13	88.592067602562352	3/7/24
2023-2024	12/3/23	12/9/23	Dighton	Bristol	8100.99994659	319	28	2	0.071428571428571425	32	345.63634347123036	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Douglas	Worcester	8982.99996567	669	63	3	0.047619047619047616	55	701.32472715979929	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Dover	Norfolk	5923.00000381	270	13	0	0	16	219.4833697727112	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Dracut	Middlesex	32617	1871	149	16	0.10738255033557047	296	456.81699727136157	16	49.054174203636144	3/7/24
2023-2024	12/3/23	12/9/23	Dudley	Worcester	11920.99998474	761	56	5	0.089285714285714288	58	469.75924898653858	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Dunstable	Middlesex	3358.00001621	115	8	2	0.25	11	238.23704471059486	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Duxbury	Plymouth	16090.00001526	1354	93	9	0.096774193548387094	137	577.99875644373765	7	43.505282743077025	3/7/24
2023-2024	12/3/23	12/9/23	East Bridgewater	Plymouth	14440.00006866	692	39	3	0.076923076923076927	64	270.0831012088708	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	East Brookfield	Worcester	2223.99999809	115	8	0	0	16	359.71223052475278	0	0	3/7/24
2023-2024	12/3/23	12/9/23	East Longmeadow	Hampden	16429.99990845	1771	73	8	0.1095890410958904	153	444.30919298091936	8	48.691418408867882	3/7/24
2023-2024	12/3/23	12/9/23	Eastham	Barnstable	5751.99997711	693	43	2	0.046511627906976744	67	747.5660669526751	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Easthampton	Hampshire	16211.00016785	1447	78	8	0.10256410256410256	77	481.1547664695683	6	37.011905113043717	3/7/24
2023-2024	12/3/23	12/9/23	Easton	Bristol	25057.99996948	836	49	4	0.081632653061224483	97	195.54633274675052	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Edgartown	Dukes	5168.00001526	510	23	1	0.043478260869565216	35	445.04643831435595	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Egremont	Berkshire	1371.99999142	58	3	0	0	6	218.65889349569483	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Erving	Franklin	1665.00000286	175	8	1	0.125	18	480.48047965515065	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Essex	Essex	3675.00003433	233	17	2	0.11764705882352941	24	462.58502969236895	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Everett	Middlesex	49074.99980164	5055	422	31	0.073459715639810422	371	859.90830709264219	27	55.017830074647719	3/7/24
2023-2024	12/3/23	12/9/23	Fairhaven	Bristol	15924.00003052	1046	74	9	0.12162162162162163	136	464.70735906914922	8	50.238633412881001	3/7/24
2023-2024	12/3/23	12/9/23	Fall River	Bristol	94000	5329	489	48	0.09815950920245399	465	520.21276595744678	47	50	3/7/24
2023-2024	12/3/23	12/9/23	Falmouth	Barnstable	32517.00012207	5026	250	24	0.096000000000000002	418	768.82860983944067	19	58.430974347797488	3/7/24
2023-2024	12/3/23	12/9/23	Fitchburg	Worcester	41946.00035095	3767	285	17	0.059649122807017542	256	679.44499503048633	16	38.14428042276414	3/7/24
2023-2024	12/3/23	12/9/23	Florida	Berkshire	693.99999475	83	7	1	0.14285714285714285	1-4	1008.6455407714541	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Foxborough	Norfolk	18618.00010681	1000	74	10	0.13513513513513514	103	397.46481671214866	5	26.855730858928965	3/7/24
2023-2024	12/3/23	12/9/23	Framingham	Middlesex	72361.99969482	4759	340	45	0.13235294117647059	417	469.85987318470796	41	56.659572942861843	3/7/24
2023-2024	12/3/23	12/9/23	Franklin	Norfolk	33260.99995422	2505	196	28	0.14285714285714285	244	589.27873566570997	24	72.15657987743387	3/7/24
2023-2024	12/3/23	12/9/23	Freetown	Bristol	9205.99999619	405	28	2	0.071428571428571425	40	304.14946786430693	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Gardner	Worcester	21287.00003052	1290	51	6	0.11764705882352941	153	239.58284364578998	6	28.186216899504704	3/7/24
2023-2024	12/3/23	12/9/23	Georgetown	Essex	8470.00000763	589	41	2	0.04878048780487805	46	484.06139271624687	1-4	*	3/7/24
2023-2024	12/3/23	12/9/23	Gill	Franklin	1551.00001287	128	5	0	0	5	322.37266012318753	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Gloucester	Essex	29728.99975586	2279	159	20	0.12578616352201258	188	534.83131388791139	19	63.910660150127768	3/7/24
2023-2024	12/3/23	12/9/23	Goshen	Hampshire	959.99999583	23	2	0	0	1-4	208.33333423828122	0	0	3/7/24
2023-2024	12/3/23	12/9/23	Gosnold	Dukes	69.99999909	0	0	0	*	0	0	0	0	3/7/24
