"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_lci","Influenza_A_gc_g_dry_weight_uci","MPXV_G2R_G_gc_g_dry_weight","MPXV_G2R_G_gc_g_dry_weight_lci","MPXV_G2R_G_gc_g_dry_weight_uci","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_lci","RSV_gc_g_dry_weight_uci","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci","S_Gene_gc_g_dry_weight","S_Gene_gc_g_dry_weight_lci","S_Gene_gc_g_dry_weight_uci","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_lci","PMMoV_gc_g_dry_weight_uci","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_lci","HMPV_4_gc_g_dry_weight_uci","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_lci","Influenza_B_gc_g_dry_weight_uci","MPXV_G2R_WA_gc_g_dry_weight","MPXV_G2R_WA_gc_g_dry_weight_lci","MPXV_G2R_WA_gc_g_dry_weight_uci","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_lci","Noro_G2_gc_g_dry_weight_uci","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_lci","C_auris_gc_g_dry_weight_uci","EVD68_gc_g_dry_weight","EVD68_gc_g_dry_weight_lci","EVD68_gc_g_dry_weight_uci","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_lci","HAV_gc_g_dry_weight_uci","Rota_gc_g_dry_weight","Rota_gc_g_dry_weight_lci","Rota_gc_g_dry_weight_uci","HPIV_gc_g_dry_weight","HPIV_gc_g_dry_weight_lci","HPIV_gc_g_dry_weight_uci"
"146-230712","2023-07-12",1.15,0.635,1.677,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,27559.737657359252,23580.648079414288,31963.548512719008,"","","",104707731.5479256,69635053.41344778,140794466.42632332,0,0,0,0,0,0,0,0,0,1502193.2501893463,1398567.3735884877,1654667.767089119,"","","","","","","","","","","","","","",""
"146-230714","2023-07-14",0.397,0.344,0.455,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2611.8646399261825,1310.382190345252,4171.840505811611,"","","",0,0,0,9141.89048003076,6909.869021453287,11809.554734086892,"","","",100033030.76252724,82556850.47494553,119673532.37472768,0,0,0,0,0,0,0,0,0,1176536.1923198772,1068027.9830711265,1288812.4388712037,"","","","","","","","","","","","","","",""
"146-230717","2023-07-17",0.92,0.727,1.12,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,15298.863490143203,12737.924493042521,18024.33179473893,"","","",132494278.99126092,128439746.35705367,136552332.06491885,0,0,0,0,0,0,0,0,0,1791484.6744534038,1743350.70732408,1841859.7417369464,"","","","","","","","","","","","","","",""
"146-230719","2023-07-19",0.876,0.692,1.032,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,35038.86196857227,30642.673924540348,39513.03204247118,"","","",147850529.92964825,142868333.3467337,152836642.09045228,0,0,0,0,0,0,0,0,0,1754952.439117943,1713442.344806385,1794524.8667147502,"","","","","","","","","","","","","","",""
"146-230721","2023-07-21",1.003,0.854,1.136,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,38113.05463636492,33342.60693776682,43318.95976780556,"","","",172715908.53493014,155378123.17764467,188274841.93213576,2535.1954075848303,1259.440671297405,4049.3820480638715,0,0,0,0,0,0,3580956.7347488552,3467756.8019499825,3719401.134698133,"","","","","","","","","","","","","","",""
"146-230724","2023-07-24",0.706,0.633,0.784,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,37572.43713046871,30799.632928493244,43744.54596519662,"","","",437525719.61497337,408240116.0213905,468856751.6862746,0,0,0,0,0,0,0,0,0,1443534.6910600823,1410098.2735300413,1481800.6102346655,"","","","","","","","","","","","","","",""
"146-230726","2023-07-26",0.676,0.609,0.748,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",2748.543896777018,1425.848778757866,4390.161471168263,41239.03403425445,35756.800243720936,47243.420565034205,"","","",230458482.85271317,218977651.65891477,241735934.44961244,7771.211075968992,5108.220632558139,10799.326635658914,0,0,0,0,0,0,2617615.0801094393,2475686.0068618334,2758651.5788344736,"","","","","","","","","","","","","","",""
"146-230728","2023-07-28",1.646,1.459,1.813,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,83599.01870742808,75082.51014100474,93291.60278093602,"","","",304292508.96350366,255906510.17031628,347685356.7688564,0,0,0,0,0,0,0,0,0,2821166.6306638047,2729485.1328741955,2951442.3110072995,"","","","","","","","","","","","","","",""
"146-230731","2023-07-31",1.485,0.556,2.433,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,35261.12242386902,30053.307027968476,41038.89795046696,"","","",656848144.6048111,435074618.11683846,891062691.4089347,0,0,0,0,0,0,0,0,0,1315002.9187434812,1218541.1204075199,1417240.586498484,"","","","","","","","","","","","","","",""
"146-230804","2023-08-04",0.734,0.644,0.834,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,79822.28316209151,72280.10790849675,87365.10259084968,"","","",307560503.92592597,299205695.2592592,315923309.3333334,0,0,0,0,0,0,0,0,0,1947863.410300654,1860193.3300522878,2038177.939058824,"","","","","","","","","","","","","","",""
"146-230807","2023-08-07",0.613,0.523,0.713,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,156415.48343672013,136685.59757168323,177582.15273949582,"","","",191592596.59451658,172121747.62481964,213230748.4906205,0,0,0,0,0,0,0,0,0,1412737.367052712,1326796.8444104914,1504748.0162159412,"","","","","","","","","","","","","","",""
"146-230809","2023-08-09",0.649,0.478,0.851,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,73274.36884235294,63730.695605647066,84368.7011642353,"","","",226315104.16000003,180100952.16000003,281531575.52000004,0,0,0,0,0,0,0,0,0,1580487.7894588236,1424790.680122353,1771055.6783905886,"","","","","","","","","","","","","","",""
"146-230811","2023-08-11",0.788,0.645,0.92,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,47499.681442021785,41490.737900897606,53818.96307590413,"","","",185914698.50864196,174295172.02962962,196615547.81234568,0,0,0,0,0,0,0,0,0,2669236.653497168,2584992.920805229,2750519.817551198,"","","","","","","","","","","","","","",""
"146-230814","2023-08-14",1.304,1.141,1.486,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,85797.64330698842,72318.1009624937,100859.82297355453,"","","",269503879.8404559,229373421.12820512,314490650.34757835,0,0,0,0,0,0,0,0,0,2555455.9564484665,2371663.8412388125,2756100.588404223,"","","","","","","","","","","","","","",""
"146-230816","2023-08-16",0.758,0.68,0.842,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,67752.5788546738,59780.23559649198,76404.19475473797,"","","",226234186.37575758,206090901.72121212,245998035.78181824,0,0,0,0,0,0,0,0,0,1390801.4433711232,1341239.1002352943,1438750.3345454545,"","","","","","","","","","","","","","",""
"146-230818","2023-08-18",0.468,0.401,0.532,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,78187.72718543417,69983.64358207282,86115.22347450981,"","","",271628606.85714287,260105484.2539683,283802843.8730159,0,0,0,0,0,0,0,0,0,1632525.970162465,1573583.0460168067,1692687.5184089635,"","","","","","","","","","","","","","",""
"146-230821","2023-08-21",0.657,0.591,0.727,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,365204.3234102629,349868.9357667084,380543.2535499374,"","","",215005320,208474882.9503546,221542141.9574468,0,0,0,0,0,0,0,0,0,1628774.310197747,1585842.3302928659,1680865.3258372967,"","","","","","","","","","","","","","",""
"146-230825","2023-08-25",1.141,1.016,1.251,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2795.5403419639374,983.7289393508719,4613.364577939107,"","","",0,0,0,82800.48758994976,75479.32047342596,89607.02172982559,"","","",217622536.52261308,160674506.98827472,268283801.83584592,0,0,0,0,0,0,0,0,0,1475816.0580313331,1425043.3346686375,1523334.6983292934,"","","","","","","","","","","","","","",""
"146-230828","2023-08-28",1.054,0.897,1.228,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",2312.9061859137255,1133.224709103268,3694.3261061751637,204409.95360836602,183188.8276005229,227254.16696888892,"","","",91753466.54814819,82194903.34814815,102326230.63703704,0,0,0,0,0,0,0,0,0,819505.4108862747,762364.7222169936,879686.6595346405,"","","","","","","","","","","","","","",""
"146-230830","2023-08-30",1.435,1.292,1.579,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",1881.6006915140968,977.7992312760182,3221.3298529258614,"","","",0,0,0,98534.54218224852,90671.04750936304,106398.86720445528,"","","",140778490.7613412,135193882.3195266,146367300.6706114,0,0,0,0,0,0,0,0,0,1188583.800225548,1152981.6132098853,1222938.6562784547,"","","","","","","","","","","","","","",""
"146-230901","2023-09-01",1.779,1.613,1.945,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,70915.10382521007,63929.01390476191,77416.16244929972,"","","",159649876.1904762,154106963.61904764,165196918.2857143,0,0,0,0,0,0,0,0,0,1133728.9674733896,1034947.0484593838,1223931.136627451,"","","","","","","","","","","","","","",""
"146-230904","2023-09-04",1.666,1.506,1.826,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,95329.58740078431,79091.73329317648,111034.719827451,"","","",220239986.84444445,187060716.44444445,251962500.71111113,0,0,0,0,0,0,0,0,0,1550822.6344470591,1399881.0595607844,1715242.3304784317,"","","","","","","","","","","","","","",""
"146-230905","2023-09-05",1.611,1.454,1.779,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",5078.788905604536,3473.1243196598157,7103.416448476258,154420.64638639265,144515.19582820698,164327.38649355067,"","","",216940810.08835343,206224458.40963855,226836545.41365463,0,0,0,0,0,0,0,0,0,1184293.5349907868,1126558.3324394044,1247135.5113366407,"","","","","","","","","","","","","","",""
"146-230906","2023-09-06",1.159,1.045,1.273,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",4738.021372098672,2905.3283089791275,7216.09468054649,105236.31372751424,95248.2129077799,115225.3927240987,"","","",228955537.5483871,220858748.21505377,237058824.08602148,0,0,0,0,0,0,0,0,0,1654665.8684174577,1543268.8705730557,1785431.9940341557,"","","","","","","","","","","","","","",""
"146-230908","2023-09-08",0.978,0.764,1.214,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,101440.28871347249,88028.71703681216,114501.20265502848,"","","",361658469.5913979,304168898.06451607,425419239.31182796,0,0,0,0,0,0,0,0,0,1723124.813480076,1609420.904045541,1831458.9729032256,0,0,0,0,0,0,9730.471846527515,7078.383045525617,12974.46398618596,10615.106074079697,6267.555399878558,14954.89580963947,"","",""
"146-230911","2023-09-11",0.819,0.731,0.914,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,172985.65349448915,160384.49646761606,184441.65136842107,"","","",249174162.1894737,242372854.11929825,255982451.87368417,0,0,0,0,0,0,0,0,0,1614183.0565944272,1549275.875358514,1704684.0156730649,0,0,0,0,0,0,8163.738179467492,5733.921526489164,10645.08659526935,10675.86098783901,7600.24101904644,13979.66541206192,"","",""
"146-230913","2023-09-13",1.015,0.824,1.193,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3799.514691096415,2362.5810305492523,5585.353730238775,"","","",1899.7331552634878,613.7995376874347,3252.372731489036,88072.0521857292,80045.4139422207,95874.90018907067,"","","",131028022.21696252,117371472.22090729,143789233.42011833,1878.0948434556212,975.9773642269404,3215.327554851375,0,0,0,0,0,0,1479313.675138183,1414315.329336582,1553225.4029544033,0,0,0,0,0,0,4382.295264824226,2919.2062854326487,6268.014261106858,16904.563852140618,12428.663617069265,20965.58643024016,"","",""
"146-230915","2023-09-15",0.843,0.752,0.941,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",11168.895386166041,8441.959809628705,14428.082135602837,783617.8291397581,756113.2594009179,809751.2596478934,"","","",127437063.11111113,116822948.38770686,137860424.85106385,0,0,0,0,0,0,0,0,0,864938.0008210265,822514.0572916146,907842.8548085107,0,0,0,0,0,0,7141.865099107219,4895.6870632824375,9988.950919449313,2678.1323310137677,1391.7258963971633,4585.011412278682,"","",""
"146-230918","2023-09-18",0.46,0.385,0.536,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,45626.578988489666,40020.251384928466,51498.04146988872,"","","",182468943.56756762,156079280.28828833,209370312.3603604,7425.662469443562,4367.697238753577,10406.425435675676,0,0,0,0,0,0,677086.0705119238,616883.7991631159,733889.935618442,0,0,0,2227.6305381748807,719.5332848330684,3813.7394079364076,4455.319336241654,2864.0010541812403,6549.4008208966625,7425.662469443562,5312.99534991415,10035.938131891893,"","",""
"146-230920","2023-09-20",0.989,0.89,1.095,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3543.7477525247928,2278.0172852627043,5209.374743524485,209408.82968007392,196187.09814006777,225086.75845913152,"","","",258588274.93193713,249566085.86387432,267187414.78534034,0,0,0,0,0,0,0,0,0,1086199.6429442563,1004997.003106868,1182860.2870046196,0,0,0,0,0,0,0,0,0,7256.8616294179255,4945.0652213218345,9595.812800591317,"","",""
"146-230922","2023-09-22",1.164,1.053,1.276,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",0,0,0,377431.19607207744,355036.63255279226,400795.4055386448,"","","",252448823.15611818,245325634.16033757,259578424.77637133,1922.1183507371559,595.502608601638,3290.69489422487,0,0,0,0,0,0,1446548.7234192106,1385831.8085003726,1505851.6194906926,0,0,0,0,0,0,2562.8348957974686,620.0467272887565,4303.401828145942,57042.635652836936,44866.204846224864,68311.1504416977,"","",""
"146-230925","2023-09-25",1.458,1.031,1.873,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2927.2591611895427,1680.966537529412,4675.611327986929,"","","",0,0,0,189743.24796470592,171958.1401542484,207886.26546797392,"","","",169378082.81481484,140685356.96296296,197367632.81481484,0,0,0,0,0,0,0,0,0,1205528.8874640525,1132497.2243137257,1279561.7995947713,0,0,0,0,0,0,0,0,0,9274.480544575164,6746.664448601309,12366.473379477127,"","",""
"146-230929","2023-09-29",0.991,0.81,1.154,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",3095.222074211886,941.7210435142118,5353.661470594316,"","","",7102.941162447789,4869.0106409265845,9934.495802425903,178618.77318449615,157439.12170433195,198805.32308691292,"","","",312207946.00516796,295456208.62015504,330809600.57881135,0,0,0,0,0,0,0,0,0,1447229.4493533976,1343656.1484870045,1554182.909154583,0,0,0,0,0,0,25750.63140202463,20176.1252253534,30821.612409375288,23086.455788563617,16191.476957446423,29830.124235731877,5336.752875279527,3430.609190974921,7845.127727861378
"146-231002","2023-10-02",0.87,0.783,0.957,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",3106.6212484864513,1904.963930765367,4731.438542900199,176673.39168592205,154331.86884441506,200159.65102551226,"","","",235984270.74157304,204712782.74157307,269425044.2546817,0,0,0,0,0,0,0,0,0,1232834.5118836751,1127820.8647931265,1332594.017670853,0,0,0,3240.7437420753477,1695.67399023926,4935.711696930603,46613.697713469934,36016.97819558493,57514.119951354936,22370.728891896895,15379.215596563123,28920.039197462003,7129.833164732322,5018.294968322538,9506.81893699934
"146-231004","2023-10-04",1.2,1.051,1.346,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",4705.499381519546,2437.186019764706,7166.584574664138,74378.89073305506,64108.52587877041,85116.29659810248,"","","",172649437.66021505,165586305.0322581,179718713.25591397,0,0,0,0,0,0,0,0,0,1129602.3493222012,1087325.5716068314,1181861.289363188,0,0,0,0,0,0,5646.632346365087,2825.6055527347253,8703.388726891844,7528.930404796965,3898.972474073625,11385.073888060726,7986.504639635673,4571.9236392926,10964.785276721064
"146-231006","2023-10-06",1.305,1.18,1.43,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",1878.8546608761903,566.1534127542857,3216.6294826666663,"","","",2675.747149875631,1536.5354231287397,4273.884716929076,75628.31037203362,67550.06164544538,83422.62509714285,"","","",117863455.6342857,113004452.63238096,122725783.58857144,0,0,0,0,0,0,0,0,0,1093966.4994742856,1050208.530802017,1136671.0440658827,0,0,0,0,0,0,5351.593690482017,3645.0703645042017,7484.984323657145,13379.733476248743,10609.924267993278,16594.586988853785,9683.078174332773,5959.827414695799,12984.0437809479
"146-231009","2023-10-09",0.478,0.425,0.535,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",2411.1040693542486,757.5775390396514,4127.8484129045755,135118.23070535949,120853.18837681918,150010.42420008715,"","","",158180579.6345679,149316798.10370368,168361741.03703701,0,0,0,0,0,0,0,0,0,1835961.2442074073,1713302.9807128538,1974293.0189106753,0,0,0,0,0,0,0,0,0,3214.8193743895426,1150.1465627747277,5134.9231514492385,5964.76865458475,3750.1473469350763,8342.580916427016
"146-231010","2023-10-10",1.272,1.151,1.393,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2018.678635868545,701.2901311549296,3485.499693521127,"","","",5326.039304855013,3265.8891973355426,8111.685693985088,118313.6755658658,106836.460385087,129544.2223708368,"","","",209818006.30985913,197680320.22535214,222465780.2065728,0,0,0,0,0,0,0,0,0,2066992.5443446564,2019807.0913537703,2114203.32351947,0,0,0,2609.6427645534377,1356.134813905551,4467.75551190058,14913.720363612265,8624.616388400995,21729.5517122121,9587.102641259322,6726.840989971833,13162.291767489645,3479.540698763878,1665.2711680265122,5557.762015787905
"146-231013","2023-10-13",1.517,1.358,1.688,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",2799.9824641803452,997.4900267868968,4472.321866279675,143633.6126174005,133224.77917802043,153666.07563902784,"","","",246061100.45508978,223666460.998004,268391780.91816366,0,0,0,0,0,0,0,0,0,1227948.2901528708,1190916.2275280028,1262231.1182585414,0,0,0,2020.819248603029,1050.1456181134204,3459.675650491018,9800.39428767876,6441.4240041704825,12988.440036407188,4900.037801682283,3264.0896322817894,7008.552347502642,12125.73090141599,9330.285489933076,15210.695825177881
"146-231016","2023-10-16",0.556,0.385,0.747,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",6483.075824163137,3821.6956269176476,9284.633432972547,56203.351113286284,47377.910691262754,65130.43998506667,"","","",187745686.82666668,174813178.16888887,202240844.72888887,2326.855046989804,712.3105270086276,3983.61495437804,0,0,0,0,0,0,960630.3277678431,902391.6251984314,1020500.4799121569,0,0,0,0,0,0,9364.604129505884,6503.752091381961,12252.314252423532,5762.709233970198,3635.4038250415683,8059.979501050981,3102.4873535121574,1565.462605879216,4955.503314183529
"146-231018","2023-10-18",0.664,0.393,0.845,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",2421.782689635036,1258.5117578588809,4146.1312856447685,"","","",6110.215985504508,3583.646122675827,8739.479946002577,58500.22022045514,51667.73912470589,65910.59110581367,"","","",252718247.47445253,197873867.83454984,289584343.1240876,0,0,0,0,0,0,0,0,0,1728760.5229368831,1627409.1591721766,1821185.8030193218,0,0,0,0,0,0,15712.80756458566,12296.787296453414,19710.401590656937,3491.501804764277,2004.9786504903395,5576.864820582225,9301.719631635895,5205.709312893088,13606.084841494205
"146-231020","2023-10-20",0.784,0.705,0.869,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",6485.850124497042,4267.199986366864,8765.761348165683,77218.37792969024,70140.12293324052,84297.31545840586,"","","",155514664.8362919,138058104.48915184,172129818.7613412,0,0,0,0,0,0,0,0,0,909636.9676630701,871466.4817431257,944096.3121921336,0,0,0,0,0,0,3891.4421650400277,2501.5254031548902,5720.490094646712,1945.6955722714933,1011.1067710240169,3331.0619000403763,3348.162972647407,1754.4129625729204,5099.311880799165
"146-231023","2023-10-23",1.658,1.53,1.786,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",5041.520736,3313.153865411764,7210.91429647059,72052.30864313725,64339.28997647059,79495.23174901961,"","","",225082352.70440248,217985307.57232702,232185795.62264153,0,0,0,0,0,0,0,0,0,1279294.6014117647,1205077.1676862745,1353244.0784313728,0,0,0,0,0,0,5041.520736,2990.236703372549,7210.91429647059,18727.272633725494,10254.026861176471,26772.224200784312,9395.920997647057,7022.983887058824,12251.780078431373
"146-231025","2023-10-25",1.052,0.961,1.143,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",0,0,0,"","","",11991.073952092574,8590.995300597879,15686.01742997107,29519.002350781102,23315.800584609446,35068.80978885246,"","","",181372904.13114756,173933685.77049178,188817525.5956284,0,0,0,0,0,0,0,0,0,1334010.669731919,1298825.6041967212,1369207.9785226616,0,0,0,0,0,0,2767.0466220559306,1437.9326265149468,4737.22978741755,2767.0466220559306,838.2668391745419,4737.22978741755,10648.668813423337,6620.327462757956,14741.175658244938
"146-231027","2023-10-27",1.482,1.315,1.632,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",6814.565662806613,4279.686285237986,9423.650683275664,81812.1766877355,66392.63060053826,98482.34065544023,"","","",279894913.1851852,262199637.8910676,295851231.6514162,0,0,0,0,0,0,0,0,0,1767916.4608688967,1731140.3805674743,1804709.330331411,0,0,0,0,0,0,3785.799962451366,2321.431821028835,5765.842493305653,9086.213538669743,6706.285556755095,11972.053834432912,8039.495350895811,5599.194487916956,10865.564211795465
"146-231030","2023-10-30",1.859,1.714,2.004,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",24652.805897556565,18696.614858590823,31205.769547356176,38929.51532514545,33206.60606583064,44927.088029579834,"","","",183549628.0732601,177688676.86446887,189415587.2820513,0,0,0,0,0,0,0,0,0,1730712.4962895927,1697003.9453910796,1764437.4617711701,0,0,0,0,0,0,29195.072394983843,25070.035234234005,33749.97344010343,12974.062548623142,9972.557005197157,16091.445252902391,6063.6141276793805,4039.1739984279266,8672.864559327732
"146-231101","2023-11-01",0.561,0.431,0.709,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",9072.528264720195,4470.463507153285,15074.691636009731,"","","",17889.7243269386,12500.550525719196,23770.329063735513,117759.72705744956,94762.14430364965,140206.73883864324,"","","",265284717.8588808,193381917.8978102,347392358.30656934,2583.094408614857,796.5367413035638,4422.302213482181,0,0,0,0,0,0,1888150.3902997,1621416.3974237875,2154268.3834504085,0,0,0,0,0,0,32957.46361473594,27710.78517750108,38828.90671100043,4707.483376982397,2109.6610856917137,7348.115560669817,5166.261520941177,3238.995948393302,7594.504884431087
"146-231103","2023-11-03",0.616,0.549,0.689,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",16489.31410233206,11465.719492767143,21501.522512885487,38057.78860307692,31540.912758955794,45416.61348756004,"","","",97532006.75345166,88626098.6193294,107167561.84615386,0,0,0,0,0,0,0,0,0,704685.4096595893,674725.0360069615,734657.8306383571,0,0,0,0,0,0,29175.89399434737,23516.141154416986,35678.60746514446,0,0,0,0,0,0
"146-231106","2023-11-06",1.379,1.269,1.489,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",11073.661040509554,8383.015361558637,14184.898973158486,46519.692108085415,40923.34226931435,52604.69916043462,"","","",188780312.79830146,172382809.88535032,204746967.16772825,0,0,0,0,0,0,0,0,0,1505986.661227426,1449521.510822031,1567913.8708190334,0,0,0,3994.5725777504686,2567.8213907231175,5872.08994590933,142598.36990513303,132334.57232521544,152863.4855865118,2214.6094911592354,4.4099812663919073e-13,4206.5129737399775,7989.344003716749,5896.725061419258,10526.79309727988
"146-231108","2023-11-08",0.84,0.739,0.94,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",9072.382237974683,6297.338863797469,12261.571760337552,"","","",16345.506132419958,12694.179416589724,20017.43838320179,82442.87981533879,74207.12837766195,92548.83930900968,"","","",322170672.8101266,313666956.15189874,330683480.4388186,2977.476054612063,1450.711155728965,4755.8266372360395,0,0,0,0,0,0,1859600.1777393897,1799304.06087863,1924017.313822785,0,0,0,0,0,0,229143.7565486225,216643.91843812363,241645.56671690248,10896.62992643336,8395.039833447507,13851.918324348473,4466.256186412509,2871.029370769918,6565.482592762472
"146-231110","2023-11-10",0.949,0.855,1.049,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",17094.28613951947,13548.71090863298,20903.79012228666,43113.678078674406,37717.37184980945,49002.554718674415,"","","",162792137.76525825,156452848.75117373,169135982.87323946,3196.2881078906385,1176.6093863131732,5233.375870409281,0,0,0,0,0,0,996975.3486793706,942429.1755956919,1055378.6346578295,0,0,0,0,0,0,60216.309121325605,53797.22361478045,67127.44996507042,0,0,0,0,0,0
"146-231113","2023-11-13",1.313,1.186,1.458,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA","","","","","","",27379.76892014838,21301.122566444094,33266.61312390037,44232.15625513513,34061.91463800742,55959.1115399258,"","","",95584784.615015,83006813.57837836,110678787.93993993,3098.012798473768,1609.9232562331742,5303.849350172761,0,0,0,0,0,0,1125916.7935219929,991526.4815347113,1285101.12454478,0,0,0,0,0,0,64247.629059459454,56397.98023800742,72795.30956175941,0,0,0,12392.560119724429,9146.610885596185,16328.514020392156
