"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_lci","Influenza_A_gc_g_dry_weight_uci","MPXV_G2R_G_gc_g_dry_weight","MPXV_G2R_G_gc_g_dry_weight_lci","MPXV_G2R_G_gc_g_dry_weight_uci","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_lci","RSV_gc_g_dry_weight_uci","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci","S_Gene_gc_g_dry_weight","S_Gene_gc_g_dry_weight_lci","S_Gene_gc_g_dry_weight_uci","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_lci","PMMoV_gc_g_dry_weight_uci","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_lci","HMPV_4_gc_g_dry_weight_uci","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_lci","Influenza_B_gc_g_dry_weight_uci","MPXV_G2R_WA_gc_g_dry_weight","MPXV_G2R_WA_gc_g_dry_weight_lci","MPXV_G2R_WA_gc_g_dry_weight_uci","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_lci","Noro_G2_gc_g_dry_weight_uci","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_lci","C_auris_gc_g_dry_weight_uci","EVD68_gc_g_dry_weight","EVD68_gc_g_dry_weight_lci","EVD68_gc_g_dry_weight_uci","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_lci","HAV_gc_g_dry_weight_uci","Rota_gc_g_dry_weight","Rota_gc_g_dry_weight_lci","Rota_gc_g_dry_weight_uci","HPIV_gc_g_dry_weight","HPIV_gc_g_dry_weight_lci","HPIV_gc_g_dry_weight_uci"
"146-240216","2024-02-16",1.044,0.826,1.262,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",25836.801542367466,20266.902249566694,31687.16356810458,"","","",10213.004334679255,7770.314514916486,12893.352310704433,119678.97842304528,106725.17552398935,132228.02207465508,"","","",136498562.9410151,102424158.99039781,170825848.36213994,9740.016431856695,7723.682065010894,12080.329603098526,10213.004334679255,6929.152055308642,13455.224806390706,0,0,0,10748668.083776327,9994850.814776085,11480764.864294361,0,0,0,0,0,0,5406.63281204551,3144.5636557075773,7422.850938639555,31246.140839506177,23493.73538664731,39255.11926619221,1947.8562467431616,985.2132825330431,3111.2486038402326
"146-240219","2024-02-19",0.753,0.621,0.882,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",55733.35213273001,49533.63053301962,61756.05277828055,"","","",42254.92894358975,37388.68580903771,47526.49361829261,491007.6020744495,466972.9582219006,515163.5899945701,"","","",241261977.49059832,230582035.41880342,251684340.78632474,29091.08157393665,24485.617271891406,33713.44444138763,14694.218557490198,11900.222038588236,17894.941651499248,0,0,0,22929569.662165917,21922009.772404224,23993043.607360486,0,0,0,0,0,0,11020.349440579186,6821.537002666667,15193.438956018103,181463.62007167423,170917.12408808447,192011.84807288088,2796.6478294009053,1148.5884020126698,4259.3430032989445
"146-240221","2024-02-21",0.615,0.556,0.674,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",40472.28291432526,34691.89301965399,46862.082331211066,"","","",3678.564979640139,1801.4475830173012,5875.657545051903,137125.64633910035,125892.55910173009,148360.1065148789,"","","",200478422.90196076,172164991.76470587,230385843.92156863,16272.170320692041,11761.627356955016,20381.411669619378,18394.29073882353,13478.488061591697,23074.195749065744,0,0,0,18551074.553910036,17784941.405536335,19334616.65079585,0,0,0,0,0,0,7357.276432941177,5043.349989716264,10290.234373425606,125153.55659100346,103709.32151418686,144645.42674325258,0,0,0
"146-240223","2024-02-23",1.992,1.801,2.183,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",28010.044781256245,23965.913872462617,32485.8519500698,"","","",5210.054225244268,3571.437131421735,7287.054013718845,136933.38737228318,123156.7561643071,150669.0284753739,"","","",140400057.85310736,123136875.97740115,156217620.33898303,5547.212007896312,3674.822035541376,7396.580002791626,5210.054225244268,2157.013104941177,8263.6622686341,0,0,0,16922897.958205387,15961972.626281163,18090539.759760723,0,0,0,0,0,0,9769.26997655035,6420.368591585246,13360.03146217348,180042.51633898309,160984.10605543372,200650.39750668002,4538.585259820538,2613.9067717248263,6422.241974077767
"146-240226","2024-02-26",0.756,0.545,0.972,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",14519.36008238518,11362.803469460116,18213.313974923454,"","","",4032.909365827559,2472.95760145689,6142.195840425465,150151.77701208706,137155.38470265915,162944.4100912168,"","","",84483804.20091324,72800010.08949772,96456379.61643837,8112.628107526191,5481.172684016117,10817.252235938762,8872.650321482677,6454.358986726836,11830.67322907333,0,0,0,18131312.24509267,16923751.594262693,19465569.008992754,0,0,0,0,0,0,4839.514148796133,3110.969614362612,7114.179111297342,64549.26851532637,48727.18091719582,80889.46207639002,0,0,0
"146-240228","2024-02-28",0.809,0.626,1.117,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",17661.936345421465,13894.4682236507,21076.544565385087,"","","",2943.321250988478,1235.9026764342027,4482.731730842936,50054.68468909642,42557.27232213463,57424.94134335962,"","","",210152600.46735394,151424027.82130584,310012114.74914086,9060.806503238326,5525.923105785325,12792.619737343844,8241.636903917526,5878.947377659187,10646.62622321407,0,0,0,12553392.889751365,11486589.51277138,13630445.03325652,0,0,0,0,0,0,7652.914066124927,5398.49343097635,9978.990454432991,17661.936345421465,11331.876787871437,23131.416550636746,3397.6539687762283,1652.6296221322016,5269.672547628866
"146-240301","2024-03-01",0.867,0.653,1.084,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",62798.32952392158,46370.07040141178,77356.29455905884,"","","",10624.759288784315,6278.411629568628,15072.945309019613,93728.29046117648,80023.43635529414,106417.57681568629,"","","",447527533.6,381444261.3333334,514726359.0222223,25022.74775215687,19364.647045960788,30140.172130039224,12556.649818196078,7788.194125960785,16985.7651082353,0,0,0,34773113.36517648,32326826.027450982,37243194.078117654,0,0,0,0,0,0,15454.551893490197,11906.565194980394,19646.028867921574,78262.170251451,69919.14665223531,87244.80777725493,10193.73035811765,6867.264649443139,13592.170286274511
"146-240304","2024-03-04",0.655,0.549,0.774,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",26090.494956638657,17721.433024537815,33557.72373285068,"","","",4969.23762411894,2431.5629684912738,7937.20009833743,94446.14760791208,83806.05861895281,105651.00461879768,"","","",193237349.39194143,158477950.82783884,221238758.7985348,7099.227467563027,3937.436375870717,10435.98969368326,12423.429568455076,8807.727037993536,16790.530943917263,0,0,0,19340455.88209438,18507593.389217842,20203807.642146092,0,0,0,0,0,0,17393.11440486102,13146.507668106013,22468.588682921785,94446.14760791208,58523.68483702651,129255.89426968327,10648.978426601165,7471.946723702651,14620.073858564965
"146-240306","2024-03-06",1.239,0.905,1.614,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",35848.12982208146,29803.336419909505,42660.525696832585,"","","",15030.494398642533,11234.362957104073,19599.349978552036,78662.50819728509,59547.55721538462,98973.10526877831,"","","",248237277.28205132,239967502.6666667,257533225.02564105,5661.929867782806,3471.832125819005,8623.33053321267,17343.21066280543,12099.191157375566,22245.224108416292,0,0,0,20017645.75882353,19367972.507058825,20729402.045067877,0,0,0,0,0,0,20812.449438190048,16287.444566606337,26108.05287954752,264156.34197104076,209842.04063257918,320443.4433638009,0,0,0
"146-240308","2024-03-08",1.158,0.987,1.348,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",19293.499922022536,14516.598267594496,23092.47791507385,"","","",2660.7579194633304,1527.923961920401,4249.958835584482,101202.12081662081,92472.02848680853,113639.95757256575,"","","",158445430.24113476,153543727.16028368,163351617.906383,12202.887863669586,9646.550692685858,15129.939380705884,7317.402948645809,5322.979042443055,9756.982406488112,0,0,0,15636111.595334169,14122179.385912394,17659291.446868595,0,0,0,0,0,0,1995.5561040100133,601.6367458362955,3416.4378223499384,54572.05245677098,28305.52689461828,74214.71215259076,1464.1993184440553,760.890549795244,2506.7338985571964
"146-240311","2024-03-11",0.647,0.582,0.716,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",31004.850673613444,24332.76817557423,37645.04184537815,"","","",25491.938135350138,21088.257858263303,29901.545386106445,79949.80598207284,71801.81003697478,90580.42638319328,"","","",172615789.96825397,166449422.66666666,178787255.6825397,30155.090260056026,23356.48309781513,37744.88186173669,26870.1282227451,22120.520882801124,31391.461290644256,0,0,0,26964084.176134456,25078457.90789916,29576851.536582634,0,0,0,0,0,0,24113.77282879552,19881.50221815126,28824.68052481793,110987.86468011205,92387.12476638657,128183.31223641457,0,0,0
"146-240313","2024-03-13",1.034,0.862,1.227,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",24600.678294229692,19252.420205714287,30859.463757759106,"","","",10933.134051719888,7312.976863058824,15291.57979854342,201024.18480896362,184444.91578711488,220303.20827114847,"","","",283756098.6666667,235984269.46031743,329378473.14285713,43530.11302005603,35956.461762240906,52101.0318032493,21867.068035854343,16554.044371092437,28529.606145434173,0,0,0,40942662.378935575,38280444.19540617,44681812.7589916,0,0,0,0,0,0,13666.543443361346,8077.958919619048,19654.576521456584,218814.8710005602,172766.05135014007,274689.2763854342,0,0,0
"146-240315","2024-03-15",1.537,1.084,1.921,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",18755.120854607845,15592.993067745098,22318.597719705886,"","","",7259.408352843138,4654.25911804902,9632.31659509804,59914.24053725491,54116.50501470588,67886.27320882354,"","","",183583831.77777776,176179493.7777778,189865281.8333333,11920.803974411765,8910.137737745099,15544.243096176473,8469.387305980392,5840.957521372549,10940.839975882353,0,0,0,21301227.43313726,20374802.23156863,22866990.065490194,0,0,0,0,0,0,7864.395122254902,4912.3446730980395,10532.16625607843,81109.19187156863,72285.63521960785,91950.12779313726,4584.6671890196085,2811.279904117647,6982.576030098041
"146-240318","2024-03-18",0.524,0.446,0.611,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",17443.38697253012,14189.541654089297,21160.744739787384,"","","",19536.86515651311,13420.613248816444,25352.864838781006,36286.770073423104,30867.89764377037,41769.16910389795,"","","",158553733.97590363,135410477.36546186,179768537.06024095,12512.410086803686,9482.086419957477,15695.758749255847,9070.05903807229,6318.597436711552,11953.49668240964,0,0,0,19728966.671240255,18326245.584124736,21181448.25411765,0,0,0,0,0,0,6976.871908603826,4991.886702185685,9429.395948972362,54436.687237306876,41245.67462815025,66341.26998157336,2085.2577212643514,644.466016714387,3569.9964374429483
"146-240320","2024-03-20",0.667,0.576,0.767,"Boston Metropolitan Area","Massachusetts","Boston, MA","Deer Island Treatment Plant",2400000,"MA",11764.261142063646,8557.831100019286,15686.33668520733,"","","",8555.6919648216,5864.850557747349,11966.404757107039,71675.9148343298,63304.36570152362,81353.3898794214,"","","",353940036.1092896,275986618.3169399,429890216.7431695,20784.371886133074,16481.660830549663,25778.44309662488,12833.806334734812,9472.263779826422,17590.71085963356,0,0,0,30536630.227656703,28864333.806595948,33123085.907810997,0,0,0,0,0,0,8555.6919648216,5864.850557747349,11966.404757107039,79167.32261647058,67975.32832941176,92110.32407945998,7274.0520095814845,4845.500992277724,10404.13122514947
