Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Detroit,DTW,07:52,2023-06-02,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-02,05:56,2023-06-02,07:52,2023-06-02,07:52,2023-06-02,
Lebanon,LEB,07:55,2023-06-02,"['9K1870', 'B65167']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-06-02,06:45,2023-06-02,07:55,2023-06-02,07:45,2023-06-02,Tecnam P2012 Traveler
Cincinnati,CVG,07:56,2023-06-02,['M6588'],['Amerijet International'],,Landed - Delayed [+],05:55,2023-06-02,06:36,2023-06-02,07:56,2023-06-02,08:22,2023-06-02,
San Francisco,SFO,07:56,2023-06-02,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:08,2023-06-01,23:10,2023-06-02,07:56,2023-06-02,07:51,2023-06-03,
Washington,DCA,07:58,2023-06-02,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-06-02,06:23,2023-06-02,07:58,2023-06-02,07:44,2023-06-02,
San Francisco,SFO,07:59,2023-06-02,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],23:15,2023-06-01,23:07,2023-06-01,07:59,2023-06-02,08:15,2023-06-02,
Cleveland,CLE,08:00,2023-06-02,"['B6540', 'AA9358', 'EI5365', 'FI7822', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:19,2023-06-02,06:07,2023-06-02,08:00,2023-06-02,07:51,2023-06-02,
Martha's Vineyard,MVY,08:00,2023-06-02,"['9K3201', 'B65382']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-06-02,07:15,2023-06-02,08:00,2023-06-02,07:50,2023-06-02,Cessna (Light aircraft)
Raleigh/Durham,RDU,08:00,2023-06-02,"['DL2999', 'KE3997']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-06-02,05:52,2023-06-02,08:00,2023-06-02,07:47,2023-06-02,
Seattle,SEA,08:00,2023-06-02,"['DL810', 'KE3143', 'MU4546', 'VS3753']","['Delta Air Lines', 'Korean Air', 'China Eastern Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],23:35,2023-06-01,23:27,2023-06-01,08:00,2023-06-02,08:19,2023-06-02,
Richmond,RIC,08:01,2023-06-02,"['DL5730', 'AZ3413', 'KE3998']","['Delta Air Lines', 'ITA Airways', 'Korean Air']",A,Landed - On-time [+],06:15,2023-06-02,06:15,2023-06-02,08:01,2023-06-02,07:57,2023-06-02,
Cleveland,CLE,08:05,2023-06-02,"['DL5682', 'KE3302']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:10,2023-06-02,06:07,2023-06-02,08:05,2023-06-02,07:56,2023-06-02,
Raleigh/Durham,RDU,08:05,2023-06-02,"['B6184', 'AA9456', 'EI5231', 'HA2470', 'JL5841']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'JAL Japan Airlines']",C,Landed - On-time [+],06:10,2023-06-02,06:02,2023-06-02,08:05,2023-06-02,08:11,2023-06-02,
Augusta,AUG,08:10,2023-06-02,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:00,2023-06-02,07:00,2023-06-02,08:10,2023-06-02,08:20,2023-06-02,Tecnam P2012 Traveler
Massena,MSS,08:10,2023-06-02,['4B861'],['Boutique Air'],B,Landed - On-time [+],07:00,2023-06-02,07:08,2023-06-02,08:10,2023-06-02,08:19,2023-06-02,
Chicago,MDW,08:15,2023-06-02,['WN1881'],['Southwest Airlines'],B,Landed - On-time [+],05:05,2023-06-02,04:59,2023-06-02,08:15,2023-06-02,08:19,2023-06-02,
Newark,EWR,08:16,2023-06-02,"['DL5712', 'KE3306']","['Delta Air Lines', 'Korean Air']",A,Landed - Delayed [+],07:00,2023-06-02,07:16,2023-06-02,08:16,2023-06-02,08:33,2023-06-02,
Louisville,SDF,08:18,2023-06-02,"['AA4564', 'B64503']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:00,2023-06-02,05:57,2023-06-02,08:18,2023-06-02,08:23,2023-06-02,
Columbus,CMH,08:19,2023-06-02,"['DL5693', 'KE3984']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:10,2023-06-02,06:04,2023-06-02,08:19,2023-06-02,07:59,2023-06-02,
New York,LGA,08:23,2023-06-02,['DL5590'],['Delta Air Lines'],A,Landed - On-time [+],07:00,2023-06-02,06:56,2023-06-02,08:23,2023-06-02,08:11,2023-06-02,
Rutland,RUT,08:25,2023-06-02,"['9K52', 'B65100']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-06-02,07:20,2023-06-02,08:25,2023-06-02,08:35,2023-06-02,Tecnam P2012 Traveler
New York,LGA,08:27,2023-06-02,"['B62832', 'AA9388']","['JetBlue Airways', 'American Airlines']",C,Landed - On-time [+],07:15,2023-06-02,07:09,2023-06-02,08:27,2023-06-02,08:16,2023-06-02,
Memphis,MEM,08:29,2023-06-02,['FX1411'],['FedEx'],,Landed - Delayed [+],05:00,2023-06-02,05:41,2023-06-02,08:29,2023-06-02,09:21,2023-06-02,
Los Angeles,LAX,08:30,2023-06-02,"['B6988', 'AA9259', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-06-01,23:57,2023-06-02,08:30,2023-06-02,08:40,2023-06-03,
Nantucket,ACK,08:33,2023-06-02,"['9K5021', 'B65352']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:45,2023-06-02,08:39,2023-06-02,08:33,2023-06-02,09:17,2023-06-02,Cessna (Light aircraft)
Philadelphia,PHL,08:33,2023-06-02,"['AA2764', 'JL7008']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:15,2023-06-02,07:08,2023-06-02,08:33,2023-06-02,08:23,2023-06-02,
Baltimore,BWI,08:35,2023-06-02,['WN1183'],['Southwest Airlines'],B,Landed - On-time [+],07:10,2023-06-02,07:08,2023-06-02,08:35,2023-06-02,08:23,2023-06-02,
Rockland,RKD,08:40,2023-06-02,"['9K1850', 'B65160']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:30,2023-06-02,07:25,2023-06-02,08:40,2023-06-02,08:35,2023-06-02,Tecnam P2012 Traveler
Asheville,AVL,08:47,2023-06-02,['G4234'],['Allegiant Air'],E,Landed - On-time [+],06:30,2023-06-02,06:20,2023-06-02,08:47,2023-06-02,08:16,2023-06-02,
Newark,EWR,08:51,2023-06-02,['MTN8310'],['Mountain Air Cargo'],,Landed - Delayed [+],07:30,2023-06-02,08:34,2023-06-02,08:51,2023-06-02,09:54,2023-06-02,
Saranac Lake,SLK,08:51,2023-06-02,"['9K1026', 'B65114']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:25,2023-06-02,07:20,2023-06-02,08:51,2023-06-02,08:45,2023-06-02,Tecnam P2012 Traveler
Syracuse,SYR,08:52,2023-06-02,"['B6846', 'HA2190', 'TP4388']","['JetBlue Airways', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:45,2023-06-02,07:31,2023-06-02,08:52,2023-06-02,08:36,2023-06-02,
Washington,DCA,08:59,2023-06-02,"['B61554', 'AA9542', 'HA2410']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],07:30,2023-06-02,07:26,2023-06-02,08:59,2023-06-02,08:56,2023-06-02,
Santiago,STI,09:00,2023-06-02,['B61924'],['JetBlue Airways'],E,Landed - On-time [+],05:05,2023-06-02,04:54,2023-06-02,09:00,2023-06-02,08:43,2023-06-02,
Newark,EWR,09:01,2023-06-02,"['UA1153', 'AD7044']","['United Airlines', 'Azul']",B,Landed - On-time [+],07:45,2023-06-02,07:44,2023-06-02,09:01,2023-06-02,08:50,2023-06-02,
West Palm Beach,PBI,09:03,2023-06-02,"['B6222', 'EI5191', 'FI7980', 'HA2454', 'JL5877', 'TP4488']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-02,06:00,2023-06-02,09:03,2023-06-02,08:51,2023-06-02,
Tampa,TPA,09:04,2023-06-02,"['B6392', 'EI5293', 'FI7848', 'HA2480', 'JL5885', 'TP4404']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-02,05:51,2023-06-02,09:04,2023-06-02,08:40,2023-06-02,
Charlotte,CLT,09:05,2023-06-02,['DL5654'],['Delta Air Lines'],A,Landed - On-time [+],06:45,2023-06-02,06:45,2023-06-02,09:05,2023-06-02,08:59,2023-06-02,
Detroit,DTW,09:06,2023-06-02,['DL1322'],['Delta Air Lines'],A,Landed - On-time [+],07:06,2023-06-02,07:00,2023-06-02,09:06,2023-06-02,09:01,2023-06-02,
Indianapolis,IND,09:10,2023-06-02,"['DL5813', 'KE3316']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:44,2023-06-02,06:38,2023-06-02,09:10,2023-06-02,09:08,2023-06-02,
Toronto,YYZ,09:11,2023-06-02,"['AC766', 'UA8528']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],07:40,2023-06-02,08:15,2023-06-02,09:11,2023-06-02,09:57,2023-06-02,
Fort Lauderdale,FLL,09:14,2023-06-02,"['B670', 'AD7410', 'EI5143', 'FI7932', 'HA2168', 'JL5863', 'TP4288']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-02,05:55,2023-06-02,09:14,2023-06-02,08:56,2023-06-02,
Portsmouth,PSM,09:17,2023-06-02,['CNS21'],['PlaneSense'],,Landed - Delayed [+],08:55,2023-06-02,09:32,2023-06-02,09:17,2023-06-02,09:51,2023-06-02,
San Juan,SJU,09:20,2023-06-02,"['B6562', 'EI5287', 'FI7988', 'HA2290', 'JL5481', 'TP4396']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],05:01,2023-06-02,04:49,2023-06-02,09:20,2023-06-02,09:23,2023-06-02,
Chicago,ORD,09:22,2023-06-02,"['UA677', 'NZ2085']","['United Airlines', 'Air New Zealand']",B,Landed - On-time [+],06:00,2023-06-02,05:54,2023-06-02,09:22,2023-06-02,09:15,2023-06-02,
North Kingstown,KOQU,09:23,2023-06-02,['LXJ553'],['Flexjet'],,Landed - Delayed [+],09:01,2023-06-02,09:38,2023-06-02,09:23,2023-06-02,09:58,2023-06-02,
New York,LGA,09:28,2023-06-02,['DL5832'],['Delta Air Lines'],A,Landed - On-time [+],08:00,2023-06-02,07:53,2023-06-02,09:28,2023-06-02,08:55,2023-06-02,
Chicago,ORD,09:28,2023-06-02,"['DL3539', 'KE3498']","['Delta Air Lines', 'Korean Air']",A,Landed - On-time [+],06:00,2023-06-02,05:57,2023-06-02,09:28,2023-06-02,09:31,2023-06-02,
New York,LGA,09:30,2023-06-02,"['B6332', 'AA9279', 'HA2186']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],08:15,2023-06-02,08:08,2023-06-02,09:30,2023-06-02,09:04,2023-06-02,
Cincinnati,CVG,09:31,2023-06-02,"['DL2833', 'KE3985', 'VS4246']","['Delta Air Lines', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:15,2023-06-02,07:12,2023-06-02,09:31,2023-06-02,09:21,2023-06-02,
Nantucket,ACK,09:33,2023-06-02,"['9K5081', 'B65119']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],08:45,2023-06-02,08:40,2023-06-02,09:33,2023-06-02,09:35,2023-06-02,Cessna (Light aircraft)
