Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Halifax,YHZ,17:18,2023-06-04,"['AC8663', 'UA8120']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],16:25,2023-06-04,17:12,2023-06-04,17:18,2023-06-04,18:09,2023-06-04,
Orlando,MCO,17:24,2023-06-04,['NK2085'],['Spirit Airlines'],B,Landed - Delayed [+],14:20,2023-06-04,14:58,2023-06-04,17:24,2023-06-04,18:02,2023-06-04,
Ottawa,YOW,17:25,2023-06-04,['PD2345'],['Porter Airlines Canada'],E,Landed - Delayed [+],16:15,2023-06-04,17:13,2023-06-04,17:25,2023-06-04,18:43,2023-06-04,
Los Angeles,LAX,17:26,2023-06-04,"['UA2609', 'NZ9440', 'VA8302']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],08:44,2023-06-04,08:36,2023-06-04,17:26,2023-06-04,17:50,2023-06-04,
New York,JFK,17:27,2023-06-04,"['AA4269', 'B64668', 'BA4652', 'CX7558', 'IB4295', 'MH9540', 'QF4122', 'QR2595']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Cathay Pacific', 'Iberia', 'Malaysia Airlines', 'Qantas', 'Qatar Airways']",B,Landed - Delayed [+],15:59,2023-06-04,17:40,2023-06-04,17:27,2023-06-04,19:09,2023-06-04,
Chicago,ORD,17:28,2023-06-04,"['UA2306', 'NH7480', 'NZ2087', 'SK3925']","['United Airlines', 'ANA All Nippon Airways', 'Air New Zealand', 'SAS Scandinavian Airlines']",B,Landed - Delayed [+],13:57,2023-06-04,14:29,2023-06-04,17:28,2023-06-04,17:59,2023-06-04,
Baltimore,BWI,17:30,2023-06-04,"['B61026', 'AA9348', 'EI5115', 'HA2398', 'LY8507', 'QR3891', 'TK8904', 'TP4262']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],16:00,2023-06-04,15:47,2023-06-04,17:30,2023-06-04,17:54,2023-06-04,
Denver,DEN,17:30,2023-06-04,['DL776'],['Delta Air Lines'],A,Landed - Delayed [+],11:22,2023-06-04,11:25,2023-06-04,17:30,2023-06-04,17:52,2023-06-04,
Reykjavik,KEF,17:30,2023-06-04,['OG111'],['Fly Play'],E,Landed - On-time [+],15:20,2023-06-04,15:28,2023-06-04,17:30,2023-06-04,17:05,2023-06-04,
Saranac Lake,SLK,17:31,2023-06-04,"['9K1034', 'B65931']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],16:05,2023-06-04,16:35,2023-06-04,17:31,2023-06-04,18:20,2023-06-04,Tecnam P2012 Traveler
Dallas,DFW,17:33,2023-06-04,"['AA1138', 'BA5148', 'QF4501', 'QR2912']","['American Airlines', 'British Airways', 'Qantas', 'Qatar Airways']",B,Landed - Delayed [+],12:42,2023-06-04,13:13,2023-06-04,17:33,2023-06-04,18:11,2023-06-04,
Westchester County,HPN,17:33,2023-06-04,['DL5786'],['Delta Air Lines'],A,Landed - Delayed [+],16:20,2023-06-04,16:18,2023-06-04,17:33,2023-06-04,17:48,2023-06-04,
New York,LGA,17:35,2023-06-04,"['DL5640', 'AF8622', 'KL6833', 'VS3670']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],16:00,2023-06-04,17:10,2023-06-04,17:35,2023-06-04,18:57,2023-06-04,
New York,LGA,17:35,2023-06-04,"['B61032', 'AA9351', 'HA2186', 'QR3934']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],16:15,2023-06-04,16:11,2023-06-04,17:35,2023-06-04,18:23,2023-06-04,
San Juan,SJU,17:37,2023-06-04,['DL1780'],['Delta Air Lines'],A,Landed - On-time [+],13:10,2023-06-04,13:24,2023-06-04,17:37,2023-06-04,17:33,2023-06-04,
Atlanta,ATL,17:40,2023-06-04,"['DL674', 'AF8642', 'KL5111', 'VS4248']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],15:00,2023-06-04,15:00,2023-06-04,17:40,2023-06-04,17:49,2023-06-04,
Los Angeles,LAX,17:40,2023-06-04,"['DL569', 'AF3070', 'KL7127', 'VS2204']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],09:00,2023-06-04,08:59,2023-06-04,17:40,2023-06-04,18:13,2023-06-04,
Lebanon,LEB,17:40,2023-06-04,"['9K1880', 'B65173']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],16:45,2023-06-04,,,17:40,2023-06-04,,,Tecnam P2012 Traveler
Nantucket,ACK,17:43,2023-06-04,"['9K5341', 'B65155']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],16:55,2023-06-04,,,17:43,2023-06-04,,,Cessna (Light aircraft)
Munich,MUC,17:43,2023-06-04,['LH8P'],['Lufthansa'],,Landed - On-time [+],15:57,2023-06-04,16:05,2023-06-04,17:43,2023-06-04,17:44,2023-06-04,
West Palm Beach,PBI,17:46,2023-06-04,"['B6522', 'EI5193', 'HA2458', 'LY8549', 'QR4164', 'TK8918']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines']",C,Landed - On-time [+],14:30,2023-06-04,14:28,2023-06-04,17:46,2023-06-04,17:49,2023-06-04,
Rochester,ROC,17:46,2023-06-04,"['AA5959', 'QR7781']","['American Airlines', 'Qatar Airways']",B,Landed - Delayed [+],16:25,2023-06-04,16:39,2023-06-04,17:46,2023-06-04,18:20,2023-06-04,
Munich,MUC,17:50,2023-06-04,"['LH424', 'AC9453', 'UA8902']","['Lufthansa', 'Air Canada', 'United Airlines']",E,Landed - On-time [+],15:35,2023-06-04,15:52,2023-06-04,17:50,2023-06-04,17:59,2023-06-04,Airbus A380-800 Passenger
Baltimore,BWI,17:55,2023-06-04,['WN420'],['Southwest Airlines'],B,Landed - Delayed [+],16:25,2023-06-04,17:32,2023-06-04,17:55,2023-06-04,19:14,2023-06-04,
Orlando,MCO,17:55,2023-06-04,"['B62052', 'AA9515', 'AD7670', 'EI5177', 'FI7812', 'HA2348', 'LY8541', 'QR4117', 'TP4330']","['JetBlue Airways', 'American Airlines', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],14:44,2023-06-04,14:48,2023-06-04,17:55,2023-06-04,18:01,2023-06-04,
Dublin,DUB,18:01,2023-06-04,['EI1GX'],['Aer Lingus'],,Landed - On-time [+],16:40,2023-06-04,16:48,2023-06-04,18:01,2023-06-04,18:08,2023-06-04,
Richmond,RIC,18:04,2023-06-04,"['B61482', 'AA9215', 'EI5237', 'LY8561', 'QR4192', 'TK8560', 'TP4464']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],16:20,2023-06-04,17:05,2023-06-04,18:04,2023-06-04,19:02,2023-06-04,
Cancun,CUN,18:07,2023-06-04,['B6772'],['JetBlue Airways'],E,Landed - Delayed [+],12:55,2023-06-04,15:35,2023-06-04,18:07,2023-06-04,21:02,2023-06-04,
Washington,DCA,18:10,2023-06-04,"['B62654', 'AA9273', 'LY8515', 'QR3899']","['JetBlue Airways', 'American Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - Delayed [+],16:30,2023-06-04,17:15,2023-06-04,18:10,2023-06-04,18:51,2023-06-04,
New York,JFK,18:10,2023-06-04,"['DL5801', 'AF2880', 'AM3796', 'AR7009', 'AZ3523', 'KE7307', 'KL6958', 'VS4663', 'WS6932']","['Delta Air Lines', 'Air France', 'Aeromexico', 'Aerolineas Argentinas', 'ITA Airways', 'Korean Air', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],16:29,2023-06-04,16:44,2023-06-04,18:10,2023-06-04,18:27,2023-06-04,
Miami,MIA,18:11,2023-06-04,"['AA618', 'B64145', 'BA4916', 'QR2481']","['American Airlines', 'JetBlue Airways', 'British Airways', 'Qatar Airways']",B,Landed - Delayed [+],14:50,2023-06-04,15:04,2023-06-04,18:11,2023-06-04,18:30,2023-06-04,
Montreal,YUL,18:11,2023-06-04,"['AC8610', 'UA8104']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],16:45,2023-06-04,17:31,2023-06-04,18:11,2023-06-04,19:16,2023-06-04,
Orlando,MCO,18:13,2023-06-04,"['DL880', 'AM3538', 'KL7909', 'VS2972']","['Delta Air Lines', 'Aeromexico', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],15:02,2023-06-04,14:56,2023-06-04,18:13,2023-06-04,18:00,2023-06-04,
Atlanta,ATL,18:19,2023-06-04,"['B61150', 'AA9133', 'EI5372', 'FI7900', 'HA2370', 'LY8581', 'QR3802', 'TK8571', 'TP4296']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],15:35,2023-06-04,15:29,2023-06-04,18:19,2023-06-04,18:32,2023-06-04,
Seattle,SEA,18:19,2023-06-04,"['AS384', 'AA7433', 'QR2032', 'TN2556']","['Alaska Airlines', 'American Airlines', 'Qatar Airways', 'Air Tahiti Nui']",B,Landed - Delayed [+],10:00,2023-06-04,10:00,2023-06-04,18:19,2023-06-04,19:00,2023-06-04,
Martha's Vineyard,MVY,18:20,2023-06-04,"['B61225', 'QR4061', 'TP4514']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - On-time [+],17:30,2023-06-04,17:44,2023-06-04,18:20,2023-06-04,18:33,2023-06-04,
Cancun,CUN,18:22,2023-06-04,"['DL626', 'AM5082', 'KL7461']","['Delta Air Lines', 'Aeromexico', 'KLM Royal Dutch Airlines']",E,Landed - On-time [+],13:00,2023-06-04,13:25,2023-06-04,18:22,2023-06-04,18:36,2023-06-04,
Newark,EWR,18:23,2023-06-04,"['UA1261', 'OS7737', 'SK3921', 'TP8514']","['United Airlines', 'Austrian', 'SAS Scandinavian Airlines', 'TAP Air Portugal']",B,Landed - Delayed [+],16:59,2023-06-04,18:14,2023-06-04,18:23,2023-06-04,19:50,2023-06-04,
Charleston,CHS,18:24,2023-06-04,"['DL2987', 'KL6821', 'VS2379']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],16:00,2023-06-04,16:00,2023-06-04,18:24,2023-06-04,18:33,2023-06-04,
Memphis,MEM,18:25,2023-06-04,['FX554'],['FedEx'],,Landed - Delayed [+],14:50,2023-06-04,15:15,2023-06-04,18:25,2023-06-04,19:01,2023-06-04,
Tokyo,NRT,18:25,2023-06-04,"['JL8', 'AA8476', 'MH9108']","['JAL Japan Airlines', 'American Airlines', 'Malaysia Airlines']",E,Landed - On-time [+],18:25,2023-06-04,18:29,2023-06-04,18:25,2023-06-04,18:07,2023-06-04,
New York,LGA,18:30,2023-06-04,"['DL5821', 'KL7009', 'VS5404']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:00,2023-06-04,17:46,2023-06-04,18:30,2023-06-04,19:33,2023-06-04,
Newark,EWR,18:32,2023-06-04,"['DL5767', 'KL7141', 'VS3775']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:00,2023-06-04,17:09,2023-06-04,18:32,2023-06-04,18:59,2023-06-04,
Louisville,SDF,18:33,2023-06-04,['DL5710'],['Delta Air Lines'],A,Landed - Delayed [+],15:52,2023-06-04,15:45,2023-06-04,18:33,2023-06-04,19:39,2023-06-04,
Washington,DCA,18:34,2023-06-04,"['AA2143', 'B64269', 'QR2300']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - Delayed [+],17:00,2023-06-04,17:48,2023-06-04,18:34,2023-06-04,19:32,2023-06-04,
Amsterdam,AMS,18:35,2023-06-04,"['KL617', 'AF3172', 'DL9223', 'VS6834']","['KLM Royal Dutch Airlines', 'Air France', 'Delta Air Lines', 'Virgin Atlantic']",E,Landed - On-time [+],17:00,2023-06-04,17:07,2023-06-04,18:35,2023-06-04,18:40,2023-06-04,
San Jose,SJC,18:38,2023-06-04,['1I246'],['NetJets Aviation'],,Landed - Delayed [+],10:00,2023-06-04,10:57,2023-06-04,18:38,2023-06-04,19:59,2023-06-04,
Massena,MSS,18:40,2023-06-04,['4B865'],['Boutique Air'],B,Landed - Delayed [+],17:30,2023-06-04,17:36,2023-06-04,18:40,2023-06-04,18:59,2023-06-04,
Atlanta,ATL,18:41,2023-06-04,"['DL334', 'AM3200', 'KL5022', 'VS3634', 'WS6343']","['Delta Air Lines', 'Aeromexico', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - On-time [+],16:00,2023-06-04,15:59,2023-06-04,18:41,2023-06-04,18:53,2023-06-04,
New York,LGA,18:42,2023-06-04,"['B61132', 'AA9373', 'HA2136', 'LY8583', 'QR3966']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - Delayed [+],17:15,2023-06-04,17:42,2023-06-04,18:42,2023-06-04,19:12,2023-06-04,
Raleigh/Durham,RDU,18:44,2023-06-04,"['DL1391', 'KL6689', 'VS3202']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],16:41,2023-06-04,16:55,2023-06-04,18:44,2023-06-04,19:08,2023-06-04,
Dulles,IAD,18:45,2023-06-04,"['UA688', 'AV2033', 'CM1085', 'LH7448', 'NH7104', 'OS7887', 'SK8767', 'SN8833']","['United Airlines', 'Avianca', 'Copa Airlines', 'Lufthansa', 'ANA All Nippon Airways', 'Austrian', 'SAS Scandinavian Airlines', 'Brussels Airlines']",B,Landed - Delayed [+],17:05,2023-06-04,17:29,2023-06-04,18:45,2023-06-04,19:34,2023-06-04,
Orlando,MCO,18:45,2023-06-04,['NK103'],['Spirit Airlines'],B,Landed - Delayed [+],15:40,2023-06-04,16:10,2023-06-04,18:45,2023-06-04,19:19,2023-06-04,
Nantucket,ACK,18:48,2023-06-04,['9K5342'],['Cape Air'],C,Canceled [+],16:55,2023-06-04,,,18:48,2023-06-04,,,
Punta Cana,PUJ,18:49,2023-06-04,"['B61596', 'QR3921']","['JetBlue Airways', 'Qatar Airways']",E,Landed - On-time [+],14:26,2023-06-04,14:26,2023-06-04,18:49,2023-06-04,18:20,2023-06-04,
Dublin,DUB,18:50,2023-06-04,"['EI137', 'B66817', 'BA6137']","['Aer Lingus', 'JetBlue Airways', 'British Airways']",C,En Route [+],16:45,2023-06-04,,,18:50,2023-06-04,,,Airbus A330-300
Istanbul,IST,18:50,2023-06-04,"['TK81', 'B66901', 'PK5081', 'SQ6301']","['Turkish Airlines', 'JetBlue Airways', 'Pakistan International Airlines', 'Singapore Airlines']",E,Landed - On-time [+],15:10,2023-06-04,15:11,2023-06-04,18:50,2023-06-04,18:16,2023-06-04,
Reykjavik,KEF,18:50,2023-06-04,"['FI631', 'B65631']","['Icelandair', 'JetBlue Airways']",E,Landed - Delayed [+],17:10,2023-06-04,17:52,2023-06-04,18:50,2023-06-04,19:45,2023-06-04,
Portland,PDX,18:50,2023-06-04,"['AS358', 'QR2121']","['Alaska Airlines', 'Qatar Airways']",B,Landed - Delayed [+],10:20,2023-06-04,10:19,2023-06-04,18:50,2023-06-04,19:37,2023-06-04,
Philadelphia,PHL,18:50,2023-06-04,"['AA1514', 'BA4776', 'MH9493', 'QR2651']","['American Airlines', 'British Airways', 'Malaysia Airlines', 'Qatar Airways']",B,Landed - On-time [+],17:29,2023-06-04,17:27,2023-06-04,18:50,2023-06-04,18:54,2023-06-04,
Pittsburgh,PIT,18:50,2023-06-04,"['DL5657', 'KL7186', 'VS2381']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:00,2023-06-04,17:54,2023-06-04,18:50,2023-06-04,20:29,2023-06-04,
San Antonio,SAT,18:52,2023-06-04,"['B61566', 'AA9164', 'QR3963']","['JetBlue Airways', 'American Airlines', 'Qatar Airways']",C,Landed - On-time [+],13:36,2023-06-04,13:25,2023-06-04,18:52,2023-06-04,18:55,2023-06-04,
Philadelphia,PHL,18:55,2023-06-04,"['DL5619', 'KL6797', 'VS4197']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:25,2023-06-04,18:36,2023-06-04,18:55,2023-06-04,20:00,2023-06-04,
Cleveland,CLE,18:59,2023-06-04,"['DL3636', 'KL7355', 'VS3027']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:00,2023-06-04,18:56,2023-06-04,18:59,2023-06-04,21:09,2023-06-04,
Denver,DEN,19:00,2023-06-04,['WN3213'],['Southwest Airlines'],B,Landed - Delayed [+],13:05,2023-06-04,13:10,2023-06-04,19:00,2023-06-04,19:34,2023-06-04,
Memphis,MEM,19:00,2023-06-04,['FX733'],['FedEx'],,Landed - Delayed [+],15:25,2023-06-04,16:15,2023-06-04,19:00,2023-06-04,20:02,2023-06-04,
Toronto,YYZ,19:01,2023-06-04,"['AC770', 'SK3890', 'TP8264', 'UA8138']","['Air Canada', 'SAS Scandinavian Airlines', 'TAP Air Portugal', 'United Airlines']",B,Landed - Delayed [+],17:30,2023-06-04,18:17,2023-06-04,19:01,2023-06-04,20:19,2023-06-04,
Montreal,YHU,19:04,2023-06-04,['LAK286'],['Red Wing Aeroplane Company'],,Landed - On-time [+],18:00,2023-06-04,17:55,2023-06-04,19:04,2023-06-04,19:00,2023-06-04,
Columbus,CMH,19:08,2023-06-04,"['DL5674', 'KL7393', 'VS4210']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:00,2023-06-04,17:31,2023-06-04,19:08,2023-06-04,20:36,2023-06-04,
Minneapolis,MSP,19:08,2023-06-04,"['DL1186', 'AF3710', 'KL5798', 'VS4298', 'WS7326']","['Delta Air Lines', 'Air France', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],15:15,2023-06-04,15:37,2023-06-04,19:08,2023-06-04,19:54,2023-06-04,
Austin,AUS,19:10,2023-06-04,"['B61238', 'AA9460', 'HA2006', 'QR3808', 'TP4498']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],14:09,2023-06-04,14:09,2023-06-04,19:10,2023-06-04,19:27,2023-06-04,
Washington,DCA,19:10,2023-06-04,"['DL5700', 'KL6245', 'VS2002']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:24,2023-06-04,18:32,2023-06-04,19:10,2023-06-04,20:17,2023-06-04,
Chicago,MDW,19:10,2023-06-04,['WN1475'],['Southwest Airlines'],B,Landed - DIVERTED [+],15:55,2023-06-04,16:53,2023-06-04,19:10,2023-06-04,20:36,2023-06-04,
Philadelphia,PHL,19:14,2023-06-04,"['B62460', 'EI5205', 'HA2460', 'QR4187', 'TK8922', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'Turkish Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],17:42,2023-06-04,18:22,2023-06-04,19:14,2023-06-04,19:40,2023-06-04,
Sarasota,SRQ,19:14,2023-06-04,"['B6940', 'QR3848', 'TP4518']","['JetBlue Airways', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],15:55,2023-06-04,17:10,2023-06-04,19:14,2023-06-04,20:31,2023-06-04,
Toronto,YTZ,19:15,2023-06-04,['PD2947'],['Porter Airlines Canada'],E,Landed - Delayed [+],17:40,2023-06-04,18:04,2023-06-04,19:15,2023-06-04,19:53,2023-06-04,
North Kingstown,KOQU,19:20,2023-06-04,['1I920'],['NetJets Aviation'],,Landed - Delayed [+],18:48,2023-06-04,19:43,2023-06-04,19:20,2023-06-04,20:06,2023-06-04,
Los Angeles,LAX,19:24,2023-06-04,"['B61388', 'AA9265', 'HA2314', 'TP4418']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],10:45,2023-06-04,10:47,2023-06-04,19:24,2023-06-04,20:07,2023-06-04,
Las Vegas,LAS,19:25,2023-06-04,"['DL882', 'LA6303', 'VS3008']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - Delayed [+],11:16,2023-06-04,11:08,2023-06-04,19:25,2023-06-04,20:02,2023-06-04,
New York,JFK,19:28,2023-06-04,"['B61918', 'AA9396', 'EI5012', 'HA2004', 'LY8607', 'QR3910']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'El Al Israel Airlines', 'Qatar Airways']",C,Landed - On-time [+],17:59,2023-06-04,18:08,2023-06-04,19:28,2023-06-04,19:41,2023-06-04,
San Francisco,SFO,19:29,2023-06-04,"['UA549', 'NZ9015', 'VA8309']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],10:35,2023-06-04,10:45,2023-06-04,19:29,2023-06-04,20:11,2023-06-04,
Nashville,BNA,19:30,2023-06-04,"['B6207', 'AA9195', 'FI7810', 'HA2166', 'QR3810', 'TP4492']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'TAP Air Portugal']",C,Landed - Delayed [+],15:54,2023-06-04,17:00,2023-06-04,19:30,2023-06-04,20:49,2023-06-04,
New Orleans,MSY,19:30,2023-06-04,['DL2112'],['Delta Air Lines'],A,Landed - On-time [+],14:57,2023-06-04,15:00,2023-06-04,19:30,2023-06-04,19:21,2023-06-04,
Las Vegas,LAS,19:31,2023-06-04,"['B6888', 'EI5161', 'HA2180', 'TP4318']","['JetBlue Airways', 'Aer Lingus', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],11:25,2023-06-04,11:15,2023-06-04,19:31,2023-06-04,20:01,2023-06-04,
Charlotte,CLT,19:32,2023-06-04,"['AA1510', 'MH9487', 'QR7934']","['American Airlines', 'Malaysia Airlines', 'Qatar Airways']",B,Landed - Delayed [+],17:22,2023-06-04,17:19,2023-06-04,19:32,2023-06-04,19:48,2023-06-04,
Houston,IAH,19:32,2023-06-04,"['UA1571', 'NZ6391']","['United Airlines', 'Air New Zealand']",B,Landed - Delayed [+],14:35,2023-06-04,14:32,2023-06-04,19:32,2023-06-04,19:51,2023-06-04,
New York,LGA,19:32,2023-06-04,"['DL5707', 'VS3671', 'WS7789']","['Delta Air Lines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],17:59,2023-06-04,19:11,2023-06-04,19:32,2023-06-04,20:49,2023-06-04,
Cincinnati,CVG,19:33,2023-06-04,"['AA4281', 'B64782']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],17:22,2023-06-04,18:24,2023-06-04,19:33,2023-06-04,21:08,2023-06-04,
Washington,DCA,19:34,2023-06-04,"['AA2148', 'B64276', 'QR2301']","['American Airlines', 'JetBlue Airways', 'Qatar Airways']",B,Landed - Delayed [+],18:00,2023-06-04,17:56,2023-06-04,19:34,2023-06-04,19:54,2023-06-04,
New York,LGA,19:37,2023-06-04,"['B61232', 'AA9530', 'HA2188', 'QR3943']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Qatar Airways']",C,Landed - Delayed [+],18:15,2023-06-04,18:22,2023-06-04,19:37,2023-06-04,19:53,2023-06-04,
Detroit,DTW,19:41,2023-06-04,"['DL2889', 'KL5634', 'VS4208', 'WS7312']","['Delta Air Lines', 'KLM Royal Dutch Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],17:40,2023-06-04,17:52,2023-06-04,19:41,2023-06-04,20:03,2023-06-04,
Baltimore,BWI,19:45,2023-06-04,['WN1927'],['Southwest Airlines'],B,Landed - Delayed [+],18:15,2023-06-04,19:19,2023-06-04,19:45,2023-06-04,21:01,2023-06-04,
Louisville,SDF,19:45,2023-06-04,"['AA4786', 'B64677']","['American Airlines', 'JetBlue Airways']",B,Landed - Delayed [+],17:25,2023-06-04,18:13,2023-06-04,19:45,2023-06-04,21:21,2023-06-04,
Salt Lake City,SLC,19:48,2023-06-04,['XOJ784'],['XOJET'],,Unknown [+],13:30,2023-06-04,,,19:48,2023-06-04,,,
San Francisco,SFO,19:49,2023-06-04,"['B6334', 'AA9185', 'FI7832', 'HA2226']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],11:03,2023-06-04,10:58,2023-06-04,19:49,2023-06-04,20:20,2023-06-04,
Teterboro,TEB,19:49,2023-06-04,['EDG359'],['Jet Edge'],,Unknown [+],19:05,2023-06-04,,,19:49,2023-06-04,,,
Lisbon,LIS,19:50,2023-06-04,['TP215'],['TAP Air Portugal'],E,Landed - Delayed [+],17:25,2023-06-04,17:49,2023-06-04,19:50,2023-06-04,20:14,2023-06-04,
Ponta Delgada (Azores),PDL,19:50,2023-06-04,"['S4225', 'TP6510']","['Azores Airlines', 'TAP Air Portugal']",E,Landed - Delayed [+],18:05,2023-06-04,18:30,2023-06-04,19:50,2023-06-04,20:30,2023-06-04,
Los Angeles,VNY,19:54,2023-06-04,['LXJ458'],['Flexjet'],,Landed - Delayed [+],11:30,2023-06-04,11:50,2023-06-04,19:54,2023-06-04,20:17,2023-06-04,
London,LHR,19:55,2023-06-04,"['BA203', 'AA6927', 'AY5503', 'EI8903', 'IB7395']","['British Airways', 'American Airlines', 'Finnair', 'Aer Lingus', 'Iberia']",E,Landed - On-time [+],17:20,2023-06-04,17:18,2023-06-04,19:55,2023-06-04,19:33,2023-06-04,
Philadelphia,PHL,19:55,2023-06-04,"['AA1856', 'BA6808', 'QR2652']","['American Airlines', 'British Airways', 'Qatar Airways']",B,Landed - On-time [+],18:35,2023-06-04,18:36,2023-06-04,19:55,2023-06-04,19:57,2023-06-04,
Jacksonville,JAX,19:57,2023-06-04,"['B6502', 'FI7946', 'HA2170', 'QR3864', 'TK8916']","['JetBlue Airways', 'Icelandair', 'Hawaiian Airlines', 'Qatar Airways', 'Turkish Airlines']",C,Landed - Delayed [+],17:16,2023-06-04,17:43,2023-06-04,19:57,2023-06-04,20:44,2023-06-04,
Chicago,ORD,20:00,2023-06-04,"['DL896', 'VS1860']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - Delayed [+],16:30,2023-06-04,16:37,2023-06-04,20:00,2023-06-04,20:37,2023-06-04,
Indianapolis,IND,20:02,2023-06-04,"['DL5624', 'VS3144']","['Delta Air Lines', 'Virgin Atlantic']",A,Landed - Delayed [+],17:35,2023-06-04,17:58,2023-06-04,20:02,2023-06-04,20:58,2023-06-04,
