Origin,Origin Code,Arrival Time (default),Arrival Date (default),Flight,Airline,Terminal,Status,Scheduled Departure Time,Scheduled Departure Date,Departure Time,Departure Date,Scheduled Arrival Time,Scheduled Arrival Date,Arrival Time,Arrival Date,Equipment
Rochester,ROC,06:40,2023-06-03,['DL5836'],['Delta Air Lines'],A,Landed - On-time [+],05:08,2023-06-03,05:08,2023-06-03,06:40,2023-06-03,06:34,2023-06-03,
San Francisco,SFO,06:44,2023-06-03,"['DL926', 'LA6535', 'VS2372', 'WS7424']","['Delta Air Lines', 'LATAM Airlines', 'Virgin Atlantic', 'WestJet']",A,Landed - Delayed [+],21:55,2023-06-02,22:01,2023-06-02,06:44,2023-06-03,07:11,2023-06-03,
San Diego,SAN,06:45,2023-06-03,['DL316'],['Delta Air Lines'],A,Landed - On-time [+],22:00,2023-06-02,21:59,2023-06-02,06:45,2023-06-03,06:38,2023-06-03,
Memphis,MEM,06:47,2023-06-03,['FX1406'],['FedEx'],,Landed - Delayed [+],03:18,2023-06-03,03:32,2023-06-03,06:47,2023-06-03,07:04,2023-06-03,
Auburn,LEW,06:54,2023-06-03,['WIG504'],['Wiggins Airways'],,Landed - Delayed [+],06:15,2023-06-03,06:50,2023-06-03,06:54,2023-06-03,07:30,2023-06-03,
Portland,PDX,06:57,2023-06-03,"['B696', 'EI5195', 'TP4432']","['JetBlue Airways', 'Aer Lingus', 'TAP Air Portugal']",C,Landed - Delayed [+],22:38,2023-06-02,22:37,2023-06-03,06:57,2023-06-03,07:21,2023-06-04,Airbus A220-300 Passenger
Los Angeles,LAX,06:58,2023-06-03,"['B6622', 'AA9136', 'FI7866', 'HA2184']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],22:31,2023-06-02,22:06,2023-06-03,06:58,2023-06-03,07:17,2023-06-04,
Los Angeles,LAX,06:58,2023-06-03,"['AA2453', 'B64139', 'FJ5005', 'QF3013', 'TN1244']","['American Airlines', 'JetBlue Airways', 'Fiji Airways', 'Qantas', 'Air Tahiti Nui']",B,Landed - On-time [+],22:25,2023-06-02,22:21,2023-06-02,06:58,2023-06-03,07:08,2023-06-03,
Sao Paulo,GRU,07:04,2023-06-03,['JJ8164'],['LATAM Airlines Brasil'],,Landed - Delayed [+],22:50,2023-06-02,00:35,2023-06-03,07:04,2023-06-03,08:38,2023-06-03,
Newark,EWR,07:12,2023-06-03,"['B62180', 'AA9138', 'FI7994', 'HA2084', 'JL5479', 'TP4480']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-03,05:51,2023-06-03,07:12,2023-06-03,06:50,2023-06-03,
Provincetown,PVC,07:15,2023-06-03,"['9K2001', 'B65175']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],06:45,2023-06-03,08:00,2023-06-03,07:15,2023-06-03,08:30,2023-06-03,Cessna (Light aircraft)
New York,JFK,07:20,2023-06-03,"['DL5853', 'KE3954', 'KL6729', 'LA6426', 'VS4302']","['Delta Air Lines', 'Korean Air', 'KLM Royal Dutch Airlines', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],06:00,2023-06-03,05:57,2023-06-03,07:20,2023-06-03,07:10,2023-06-03,
Bar Harbor,BHB,07:25,2023-06-03,"['9K1830', 'B65156']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],06:00,2023-06-03,06:00,2023-06-03,07:25,2023-06-03,07:45,2023-06-03,Cessna (Light aircraft)
Sao Paulo,GRU,07:30,2023-06-03,"['LA8164', 'DL6054', 'JL5561']","['LATAM Airlines', 'Delta Air Lines', 'JAL Japan Airlines']",E,Landed - Delayed [+],22:50,2023-06-02,00:35,2023-06-03,07:30,2023-06-03,08:53,2023-06-03,Boeing 787-9
Nantucket,ACK,07:33,2023-06-03,"['9K5001', 'B65900']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],06:45,2023-06-03,06:45,2023-06-03,07:33,2023-06-03,07:30,2023-06-03,Cessna (Light aircraft)
Philadelphia,PHL,07:37,2023-06-03,"['B6960', 'EI5203', 'FI7854', 'HA2208', 'TP4352']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:20,2023-06-03,06:14,2023-06-03,07:37,2023-06-03,07:22,2023-06-03,
Richmond,RIC,07:37,2023-06-03,"['B6382', 'AA9191', 'EI5239', 'FI7882', 'JL5879', 'TP4366']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-03,06:10,2023-06-03,07:37,2023-06-03,07:36,2023-06-03,
Baltimore,BWI,07:40,2023-06-03,['WN1655'],['Southwest Airlines'],B,Landed - On-time [+],06:15,2023-06-03,06:11,2023-06-03,07:40,2023-06-03,07:25,2023-06-03,
New York,JFK,07:41,2023-06-03,"['B6518', 'AA9370', 'EI5014', 'HA2002', 'QR3952', 'SQ1450', 'TP4304']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Hawaiian Airlines', 'Qatar Airways', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:30,2023-06-03,06:22,2023-06-03,07:41,2023-06-03,07:32,2023-06-03,
Los Angeles,LAX,07:42,2023-06-03,"['UA2424', 'NZ9441', 'OZ6282', 'VA8301']","['United Airlines', 'Air New Zealand', 'Asiana Airlines', 'Virgin Australia']",B,Landed - On-time [+],23:00,2023-06-02,22:57,2023-06-02,07:42,2023-06-03,07:45,2023-06-03,
Phoenix,PHX,07:45,2023-06-03,['DL667'],['Delta Air Lines'],A,Landed - Delayed [+],23:39,2023-06-02,00:22,2023-06-03,07:45,2023-06-03,08:29,2023-06-03,
Detroit,DTW,07:52,2023-06-03,"['B61336', 'AA9349', 'EI5307', 'FI7844', 'HA2148', 'JL5895', 'TP4284']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-03,05:54,2023-06-03,07:52,2023-06-03,07:51,2023-06-03,
San Francisco,SFO,07:56,2023-06-03,"['B634', 'AA9324', 'FI7830', 'HA2358', 'JL5892', 'SQ1544', 'TP4394']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:08,2023-06-02,23:08,2023-06-03,07:56,2023-06-03,08:18,2023-06-04,
Washington,DCA,07:58,2023-06-03,"['B6254', 'AA9467', 'HA2146']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - On-time [+],06:30,2023-06-03,06:35,2023-06-03,07:58,2023-06-03,07:56,2023-06-03,
San Francisco,SFO,07:58,2023-06-03,"['UA1665', 'NZ9018', 'VA8306']","['United Airlines', 'Air New Zealand', 'Virgin Australia']",B,Landed - Delayed [+],23:15,2023-06-02,00:45,2023-06-03,07:58,2023-06-03,09:32,2023-06-03,
Seattle,SEA,08:00,2023-06-03,"['DL810', 'KE3143', 'LA6540', 'VS3753']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],23:35,2023-06-02,23:31,2023-06-02,08:00,2023-06-03,08:06,2023-06-03,
Raleigh/Durham,RDU,08:05,2023-06-03,"['B6184', 'AA9456', 'EI5231', 'FI7876', 'HA2470', 'JL5841', 'TP4364']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:10,2023-06-03,06:03,2023-06-03,08:05,2023-06-03,07:50,2023-06-03,
Rochester,ROC,08:07,2023-06-03,"['B6712', 'TP4275']","['JetBlue Airways', 'TAP Air Portugal']",C,Landed - On-time [+],06:50,2023-06-03,06:44,2023-06-03,08:07,2023-06-03,08:08,2023-06-03,
Augusta,AUG,08:10,2023-06-03,"['9K1000', 'B65110']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:00,2023-06-03,09:10,2023-06-03,08:10,2023-06-03,10:20,2023-06-03,Tecnam P2012 Traveler
Massena,MSS,08:10,2023-06-03,['4B861'],['Boutique Air'],B,Landed - Delayed [+],07:00,2023-06-03,09:19,2023-06-03,08:10,2023-06-03,10:32,2023-06-03,
Lebanon,LEB,08:15,2023-06-03,"['9K1870', 'B65167']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:20,2023-06-03,07:10,2023-06-03,08:15,2023-06-03,08:17,2023-06-03,Tecnam P2012 Traveler
Newark,EWR,08:16,2023-06-03,"['DL5714', 'KE3306', 'LA6267']","['Delta Air Lines', 'Korean Air', 'LATAM Airlines']",A,Canceled [+],07:00,2023-06-03,,,08:16,2023-06-03,,,
Cleveland,CLE,08:21,2023-06-03,"['B6540', 'AA9358', 'EI5365', 'FI7822', 'HA2404', 'JL5493', 'TP4268']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:40,2023-06-03,06:24,2023-06-03,08:21,2023-06-03,08:13,2023-06-03,
Portsmouth,PSM,08:22,2023-06-03,['CNS98'],['PlaneSense'],,Landed - Delayed [+],08:00,2023-06-03,08:35,2023-06-03,08:22,2023-06-03,08:59,2023-06-03,
Rutland,RUT,08:25,2023-06-03,"['9K52', 'B65100']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:20,2023-06-03,07:20,2023-06-03,08:25,2023-06-03,08:50,2023-06-03,Tecnam P2012 Traveler
New York,LGA,08:27,2023-06-03,"['B62832', 'AA9388', 'HA2186', 'TP4326']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:15,2023-06-03,07:07,2023-06-03,08:27,2023-06-03,08:12,2023-06-03,
Los Angeles,LAX,08:30,2023-06-03,"['B6988', 'AA9259', 'HA2316', 'SQ1538', 'TP4412']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines', 'Singapore Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],23:59,2023-06-02,00:36,2023-06-04,08:30,2023-06-03,09:20,2023-06-04,
Washington,DCA,08:32,2023-06-03,"['AA2169', 'B64289']","['American Airlines', 'JetBlue Airways']",B,Landed - On-time [+],06:55,2023-06-03,06:54,2023-06-03,08:32,2023-06-03,08:30,2023-06-03,
Rockland,RKD,08:40,2023-06-03,"['9K1850', 'B65160']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],07:30,2023-06-03,07:25,2023-06-03,08:40,2023-06-03,08:42,2023-06-03,Tecnam P2012 Traveler
Martha's Vineyard,MVY,08:45,2023-06-03,"['9K3201', 'B65382']","['Cape Air', 'JetBlue Airways']",C,Canceled [+],08:05,2023-06-03,,,08:45,2023-06-03,,,Cessna (Light aircraft)
Philadelphia,PHL,08:49,2023-06-03,"['AA2764', 'JL7008']","['American Airlines', 'JAL Japan Airlines']",B,Landed - On-time [+],07:30,2023-06-03,07:27,2023-06-03,08:49,2023-06-03,08:58,2023-06-03,
Saranac Lake,SLK,08:51,2023-06-03,"['9K1026', 'B65114']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],07:25,2023-06-03,09:23,2023-06-03,08:51,2023-06-03,10:55,2023-06-03,Tecnam P2012 Traveler
Teterboro,TEB,08:52,2023-06-03,['GAJ807'],['Gama Aviation Signature'],,Landed - Delayed [+],08:00,2023-06-03,08:32,2023-06-03,08:52,2023-06-03,09:17,2023-06-03,
Washington,DCA,08:59,2023-06-03,"['B61554', 'AA9542', 'HA2408']","['JetBlue Airways', 'American Airlines', 'Hawaiian Airlines']",C,Landed - Delayed [+],07:30,2023-06-03,07:46,2023-06-03,08:59,2023-06-03,09:16,2023-06-03,
Orlando,MCO,09:00,2023-06-03,"['B62056', 'AD7360', 'EI5169', 'FI7814', 'HA2440', 'JL5489', 'TP4484']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:02,2023-06-03,06:00,2023-06-03,09:00,2023-06-03,08:51,2023-06-03,
Santiago,STI,09:00,2023-06-03,['B61924'],['JetBlue Airways'],E,Landed - On-time [+],05:05,2023-06-03,04:50,2023-06-03,09:00,2023-06-03,08:38,2023-06-03,
Newark,EWR,09:01,2023-06-03,"['UA1153', 'AD7044']","['United Airlines', 'Azul']",B,Landed - On-time [+],07:45,2023-06-03,07:42,2023-06-03,09:01,2023-06-03,08:42,2023-06-03,
Pittsburgh,PIT,09:01,2023-06-03,"['B61486', 'AA9365', 'EI5223', 'FI7836', 'HA2468', 'TP4356']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:30,2023-06-03,07:20,2023-06-03,09:01,2023-06-03,08:59,2023-06-03,
Syracuse,SYR,09:02,2023-06-03,"['B6846', 'HA2190', 'TP4388']","['JetBlue Airways', 'Hawaiian Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],07:55,2023-06-03,07:42,2023-06-03,09:02,2023-06-03,08:51,2023-06-03,
Tampa,TPA,09:04,2023-06-03,"['B6392', 'EI5293', 'FI7848', 'HA2480', 'JL5885', 'TP4404']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-03,05:52,2023-06-03,09:04,2023-06-03,09:00,2023-06-03,
Detroit,DTW,09:06,2023-06-03,['DL1322'],['Delta Air Lines'],A,Landed - On-time [+],07:06,2023-06-03,07:00,2023-06-03,09:06,2023-06-03,09:02,2023-06-03,
Indianapolis,IND,09:10,2023-06-03,"['DL5813', 'AZ4285', 'KE3316']","['Delta Air Lines', 'ITA Airways', 'Korean Air']",A,Landed - On-time [+],06:44,2023-06-03,06:40,2023-06-03,09:10,2023-06-03,09:02,2023-06-03,
Toronto,YYZ,09:11,2023-06-03,"['AC766', 'UA8528']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],07:40,2023-06-03,08:31,2023-06-03,09:11,2023-06-03,10:12,2023-06-03,
Fort Lauderdale,FLL,09:14,2023-06-03,"['B670', 'AD7410', 'EI5143', 'FI7932', 'HA2168', 'JL5863', 'TP4288']","['JetBlue Airways', 'Azul', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],06:00,2023-06-03,05:56,2023-06-03,09:14,2023-06-03,09:00,2023-06-03,
Chicago,ORD,09:16,2023-06-03,"['UA677', 'NZ2085']","['United Airlines', 'Air New Zealand']",B,Landed - On-time [+],05:54,2023-06-03,05:47,2023-06-03,09:16,2023-06-03,09:12,2023-06-03,
San Juan,SJU,09:20,2023-06-03,"['B6562', 'EI5287', 'FI7988', 'HA2290', 'JL5481', 'TP4396']","['JetBlue Airways', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - On-time [+],05:01,2023-06-03,04:58,2023-06-03,09:20,2023-06-03,09:06,2023-06-03,
Fort Lauderdale,FLL,09:22,2023-06-03,['B68362'],['JetBlue Airways'],,En Route [+],06:30,2023-06-03,,,09:22,2023-06-03,,,
Buffalo,BUF,09:29,2023-06-03,"['DL1211', 'AF2143', 'KE6735']","['Delta Air Lines', 'Air France', 'Korean Air']",A,Landed - On-time [+],08:00,2023-06-03,07:56,2023-06-03,09:29,2023-06-03,09:25,2023-06-03,
Pittsburgh,PIT,09:30,2023-06-03,"['DL5753', 'AF2190', 'AZ4288', 'KE3310', 'VS2381']","['Delta Air Lines', 'Air France', 'ITA Airways', 'Korean Air', 'Virgin Atlantic']",A,Landed - On-time [+],07:44,2023-06-03,07:36,2023-06-03,09:30,2023-06-03,09:25,2023-06-03,
Nantucket,ACK,09:33,2023-06-03,"['9K5081', 'B65119']","['Cape Air', 'JetBlue Airways']",C,Landed - Delayed [+],08:45,2023-06-03,09:00,2023-06-03,09:33,2023-06-03,09:55,2023-06-03,Cessna (Light aircraft)
Miami,MIA,09:38,2023-06-03,['NK3121'],['Spirit Airlines'],B,Landed - On-time [+],06:10,2023-06-03,06:07,2023-06-03,09:38,2023-06-03,09:18,2023-06-03,
Montreal,YUL,09:38,2023-06-03,"['AC8604', 'UA8416']","['Air Canada', 'United Airlines']",B,Landed - Delayed [+],08:15,2023-06-03,08:32,2023-06-03,09:38,2023-06-03,10:00,2023-06-03,
Nashville,BNA,09:42,2023-06-03,"['B6948', 'AA9402']","['JetBlue Airways', 'American Airlines']",C,Landed - Delayed [+],06:15,2023-06-03,08:30,2023-06-03,09:42,2023-06-03,11:55,2023-06-03,
Santo Domingo,SDQ,09:42,2023-06-03,['B61830'],['JetBlue Airways'],E,Landed - Delayed [+],05:30,2023-06-03,06:02,2023-06-03,09:42,2023-06-03,10:15,2023-06-03,
Asheville,AVL,09:47,2023-06-03,['G4234'],['Allegiant Air'],E,Landed - On-time [+],07:30,2023-06-03,07:21,2023-06-03,09:47,2023-06-03,09:16,2023-06-03,
Charlotte,CLT,09:52,2023-06-03,"['AA1453', 'JL7607']","['American Airlines', 'JAL Japan Airlines']",B,Landed - Delayed [+],07:40,2023-06-03,08:08,2023-06-03,09:52,2023-06-03,10:18,2023-06-03,
Lebanon,LEB,09:55,2023-06-03,"['9K1874', 'B65399']","['Cape Air', 'JetBlue Airways']",C,Landed - On-time [+],09:00,2023-06-03,09:05,2023-06-03,09:55,2023-06-03,10:05,2023-06-03,Tecnam P2012 Traveler
Chicago,MDW,10:00,2023-06-03,['WN1881'],['Southwest Airlines'],B,Landed - On-time [+],06:50,2023-06-03,06:50,2023-06-03,10:00,2023-06-03,10:11,2023-06-03,
New York,JFK,10:01,2023-06-03,"['DL5723', 'AZ3342', 'KE3949', 'LA6383', 'VS4657']","['Delta Air Lines', 'ITA Airways', 'Korean Air', 'LATAM Airlines', 'Virgin Atlantic']",A,Landed - On-time [+],08:30,2023-06-03,08:26,2023-06-03,10:01,2023-06-03,09:59,2023-06-03,
London,LHR,10:03,2023-06-03,"['AA109', 'AY4186', 'B64469', 'BA1545', 'GF4154', 'IB4261', 'LY8018', 'QR2218']","['American Airlines', 'Finnair', 'JetBlue Airways', 'British Airways', 'Gulf Air', 'Iberia', 'El Al Israel Airlines', 'Qatar Airways']",E,Landed - On-time [+],07:45,2023-06-03,07:38,2023-06-03,10:03,2023-06-03,09:29,2023-06-03,
Buffalo,BUF,10:04,2023-06-03,"['B6716', 'AA9439', 'EI5097', 'FI7916', 'HA2364', 'JL5855', 'TP4261']","['JetBlue Airways', 'American Airlines', 'Aer Lingus', 'Icelandair', 'Hawaiian Airlines', 'JAL Japan Airlines', 'TAP Air Portugal']",C,Landed - Delayed [+],08:45,2023-06-03,09:04,2023-06-03,10:04,2023-06-03,10:29,2023-06-03,
Washington,DCA,10:05,2023-06-03,"['B61854', 'AA9189', 'FI7868', 'HA2080']","['JetBlue Airways', 'American Airlines', 'Icelandair', 'Hawaiian Airlines']",C,Landed - Delayed [+],08:30,2023-06-03,08:44,2023-06-03,10:05,2023-06-03,10:24,2023-06-03,
